Country;Education expenditures;
Afghanistan ;4.1% of GDP (2017) ;4.1
Albania ;3.6% of GDP (2017) ;3.6
Algeria ;NA ;#VALUE!
American Samoa ;NA ;#VALUE!
Andorra ;3.2% of GDP (2019) ;3.2
Angola ;3.4% of GDP (2010) ;3.4
Anguilla ;NA ;#VALUE!
Antarctica ;;#VALUE!
Antigua and Barbuda ;NA ;#VALUE!
Arctic Ocean ;;#VALUE!
Argentina ;5.5% of GDP (2017) ;5.5
Armenia ;2.7% of GDP (2017) ;2.7
Aruba ;5.5% of GDP (2016) ;5.5
Australia ;5.1% of GDP (2017) ;5.1
Austria ;5.4% of GDP (2017) ;5.4
Azerbaijan ;2.5% of GDP (2018) ;2.5
Bahamas, The ;NA ;#VALUE!
Bahrain ;2.3% of GDP (2017) ;2.3
Bangladesh ;1.3% of GDP (2019) ;1.3
Barbados ;4.4% of GDP (2017) ;4.4
Belarus ;4.8% of GDP (2017) ;4.8
Belgium ;6.4% of GDP (2017) ;6.4
Belize ;7.6% of GDP (2018) ;7.6
Benin ;2.9% of GDP (2018) ;2.9
Bermuda ;1.5% of GDP (2017) ;1.5
Bhutan ;6.9% of GDP (2018) ;6.9
Bolivia ;7.3% of GDP (2014) ;7.3
Bosnia and Herzegovina ;NA ;#VALUE!
Botswana ;NA ;#VALUE!
Brazil ;6.3% of GDP (2017) ;6.3
British Virgin Islands ;2.5% of GDP (2018) ;2.5
Brunei ;4.4% of GDP (2016) ;4.4
Bulgaria ;4.1% of GDP (2017) ;4.1
Burkina Faso ;5.4% of GDP (2018) ;5.4
Burma ;1.9% of GDP (2019) ;1.9
Burundi ;5.1% of GDP (2018) ;5.1
Cabo Verde ;5.2% of GDP (2017) ;5.2
Cambodia ;2.2% of GDP (2018) ;2.2
Cameroon ;3.1% of GDP (2018) ;3.1
Canada ;5.3% of GDP (2011) ;5.3
Cayman Islands ;NA ;#VALUE!
Central African Republic ;1.2% of GDP (2011) ;1.2
Chad ;2.5% of GDP (2017) ;2.5
Chile ;5.4% of GDP (2017) ;5.4
China ;NA ;#VALUE!
Colombia ;4.5% of GDP (2018) ;4.5
Comoros ;2.5% of GDP (2015) ;2.5
Congo, Democratic Republic of the ;1.5% of GDP (2017) ;1.5
Congo, Republic of the ;3.5% of GDP (2018) ;3.5
Cook Islands ;4.7% of GDP (2016) ;4.7
Costa Rica ;7% of GDP (2019) ;7
Cote d'Ivoire ;3.3% of GDP (2018) ;3.3
Croatia ;3.9% of GDP (2017) ;3.9
Cuba ;12.8% of GDP (2010) ;12.8
Curacao ;4.9% of GDP (2013) ;4.9
Cyprus ;5.8% of GDP (2017) ;5.8
Czechia ;3.9% of GDP (2017) ;3.9
Denmark ;7.8% of GDP (2017) ;7.8
Djibouti ;3.6% of GDP (2018) ;3.6
Dominica ;5.6% of GDP (2019) ;5.6
Dominican Republic ;NA ;#VALUE!
Ecuador ;5% of GDP (2015) ;5
Egypt ;NA ;#VALUE!
El Salvador ;3.6% of GDP (2018) ;3.6
Equatorial Guinea ;NA ;#VALUE!
Eritrea ;NA ;#VALUE!
Estonia ;5% of GDP (2017) ;5
Eswatini ;7.1% of GDP (2014) ;7.1
Ethiopia ;4.7% of GDP (2015) ;4.7
European Union ;4.6% of GDP (2017) ;4.6
Fiji ;3.9% of GDP (2013) ;3.9
Finland ;6.4% of GDP (2017) ;6.4
France ;5.5% of GDP (2017) ;5.5
Gabon ;2.7% of GDP (2014) ;2.7
Gambia, The ;2.4% of GDP (2018) ;2.4
Gaza Strip ;"5.3% of GDP (2017) 
note: includes Gaza Strip and the West Bank";5.3
Georgia ;3.5% of GDP (2018) ;3.5
Germany ;4.9% of GDP (2017) ;4.9
Ghana ;4% of GDP (2018) ;4
Gibraltar ;NA ;#VALUE!
Greece ;NA ;#VALUE!
Greenland ;NA ;#VALUE!
Grenada ;3.2% of GDP (2017) ;3.2
Guam ;NA ;#VALUE!
Guatemala ;3.2% of GDP (2019) ;3.2
Guernsey ;NA ;#VALUE!
Guinea ;2.3% of GDP (2018) ;2.3
Guinea-Bissau ;2.1% of GDP (2013) ;2.1
Guyana ;5.5% of GDP (2018) ;5.5
Haiti ;2.8% of GDP (2018) ;2.8
Holy See (Vatican City) ;NA ;#VALUE!
Honduras ;6.1% of GDP (2018) ;6.1
Hong Kong ;3.8% of GDP (2019) ;3.8
Hungary ;4.7% of GDP (2017) ;4.7
Iceland ;7.7% of GDP (2017) ;7.7
India ;3.8% of GDP (2013) ;3.8
Indonesia ;3.6% of GDP (2015) ;3.6
Iran ;4% of GDP (2018) ;4
Iraq ;NA ;#VALUE!
Ireland ;3.5% of GDP (2017) ;3.5
Isle of Man ;NA ;#VALUE!
Israel ;6.1% of GDP (2017) ;6.1
Italy ;4% of GDP (2017) ;4
Jamaica ;5.2% of GDP (2019) ;5.2
Japan ;3.2% of GDP (2017) ;3.2
Jersey ;NA ;#VALUE!
Jordan ;3.1% of GDP (2019) ;3.1
Kazakhstan ;2.6% of GDP (2018) ;2.6
Kenya ;5.3% of GDP (2018) ;5.3
Kiribati ;NA ;#VALUE!
Korea, North ;NA ;#VALUE!
Korea, South ;4.3% of GDP (2016) ;4.3
Kosovo ;NA ;#VALUE!
Kuwait ;NA ;#VALUE!
Kyrgyzstan ;6% of GDP (2017) ;6
Laos ;2.9% of GDP (2014) ;2.9
Latvia ;4.4% of GDP (2017) ;4.4
Lebanon ;2.5% of GDP (2013) ;2.5
Lesotho ;7% of GDP (2018) ;7
Liberia ;2.6% of GDP (2018) ;2.6
Libya ;NA ;#VALUE!
Liechtenstein ;2.6% of GDP (2011) ;2.6
Lithuania ;3.8% of GDP (2017) ;3.8
Luxembourg ;3.6% of GDP (2017) ;3.6
Macau ;2.7% of GDP (2018) ;2.7
Madagascar ;2.8% of GDP (2018) ;2.8
Malawi ;4.7% of GDP (2018) ;4.7
Malaysia ;4.2% of GDP (2019) ;4.2
Maldives ;4.1% of GDP (2016) ;4.1
Mali ;3.8% of GDP (2017) ;3.8
Malta ;4.8% of GDP (2017) ;4.8
Marshall Islands ;NA ;#VALUE!
Mauritania ;1.9% of GDP (2019) ;1.9
Mauritius ;4.7% of GDP (2019) ;4.7
Mexico ;4.5% of GDP (2017) ;4.5
Micronesia, Federated States of ;12.5% of GDP (2015) ;12.5
Midway Islands ;NA ;#VALUE!
Moldova ;5.4% of GDP (2018) ;5.4
Monaco ;1.5% of GDP (2017) ;1.5
Mongolia ;4.1% of GDP (2017) ;4.1
Montenegro ;NA ;#VALUE!
Montserrat ;8.8% of GDP (2019) ;8.8
Morocco ;NA ;#VALUE!
Mozambique ;5.5% of GDP (2018) ;5.5
Namibia ;3.1% of GDP (2014) ;3.1
Nauru ;NA ;#VALUE!
Navassa Island ;NA ;#VALUE!
Nepal ;5.1% of GDP (2018) ;5.1
Netherlands ;5.2% of GDP (2017) ;5.2
New Caledonia ;NA ;#VALUE!
New Zealand ;6.3% of GDP (2017) ;6.3
Nicaragua ;4.4% of GDP (2017) ;4.4
Niger ;3.5% of GDP (2018) ;3.5
Nigeria ;NA ;#VALUE!
Niue ;NA ;#VALUE!
Norfolk Island ;NA ;#VALUE!
North Macedonia ;NA ;#VALUE!
Northern Mariana Islands ;NA ;#VALUE!
Norway ;7.9% of GDP (2017) ;7.9
Oman ;6.8% of GDP (2017) ;6.8
Pakistan ;2.9% of GDP (2017) ;2.9
Palau ;NA ;#VALUE!
Panama ;3.2% of GDP (2011) ;3.2
Papua New Guinea ;1.9% of GDP (2018) ;1.9
Paraguay ;3.4% of GDP (2016) ;3.4
Peru ;3.8% of GDP (2019) ;3.8
Philippines ;NA ;#VALUE!
Poland ;4.6% of GDP (2017) ;4.6
Portugal ;5% of GDP (2017) ;5
Puerto Rico ;6.1% of GDP (2014) ;6.1
Qatar ;2.7% of GDP (2019) ;2.7
Romania ;3.1% of GDP (2017) ;3.1
Russia ;4.7% of GDP (2017) ;4.7
Rwanda ;3.1% of GDP (2018) ;3.1
Saint Barthelemy ;NA ;#VALUE!
Saint Helena, Ascension, and Tristan da Cunha ;NA ;#VALUE!
Saint Kitts and Nevis ;2.6% of GDP (2015) ;2.6
Saint Lucia ;3.3% of GDP (2018) ;3.3
Saint Martin ;NA ;#VALUE!
Saint Pierre and Miquelon ;NA ;#VALUE!
Saint Vincent and the Grenadines ;5.7% of GDP (2018) ;5.7
Samoa ;4.2% of GDP (2016) ;4.2
San Marino ;3.6% of GDP (2018) ;3.6
Sao Tome and Principe ;5.1% of GDP (2018) ;5.1
Saudi Arabia ;NA ;#VALUE!
Senegal ;4.8% of GDP (2018) ;4.8
Serbia ;3.6% of GDP (2018) ;3.6
Seychelles ;4.4% of GDP (2016) ;4.4
Sierra Leone ;7.7% of GDP (2019) ;7.7
Singapore ;2.9% of GDP (2013) ;2.9
Sint Maarten ;NA ;#VALUE!
Slovakia ;3.9% of GDP (2017) ;3.9
Slovenia ;4.8% of GDP (2017) ;4.8
Solomon Islands ;9.9% of GDP (2010) ;9.9
Somalia ;NA ;#VALUE!
South Africa ;6.5% of GDP (2019) ;6.5
South Sudan ;1.5% of GDP (2016) ;1.5
Spain ;4.2% of GDP (2017) ;4.2
Sri Lanka ;2.1% of GDP (2018) ;2.1
Sudan ;NA ;#VALUE!
Suriname ;NA ;#VALUE!
Svalbard ;NA ;#VALUE!
Sweden ;7.6% of GDP (2017) ;7.6
Switzerland ;5.1% of GDP (2017) ;5.1
Syria ;NA ;#VALUE!
Taiwan ;NA ;#VALUE!
Tajikistan ;5.2% of GDP (2015) ;5.2
Tanzania ;3.4% of GDP (2014) ;3.4
Thailand ;4.1% of GDP (2013) ;4.1
Timor-Leste ;6.8% of GDP (2018) ;6.8
Togo ;5.4% of GDP (2018) ;5.4
Tokelau ;NA ;#VALUE!
Tonga ;NA ;#VALUE!
Trinidad and Tobago ;NA ;#VALUE!
Tunisia ;6.6% of GDP (2015) ;6.6
Turkey ;4.3% of GDP (2015) ;4.3
Turkmenistan ;3.1% of GDP (2012) ;3.1
Turks and Caicos Islands ;2.9% of GDP (2018) ;2.9
Tuvalu ;NA ;#VALUE!
Uganda ;2.1% of GDP (2018) ;2.1
Ukraine ;5.4% of GDP (2017) ;5.4
United Arab Emirates ;NA ;#VALUE!
United Kingdom ;5.4% of GDP (2017) ;5.4
United States ;5% of GDP (2014) ;5
Uruguay ;5% of GDP (2018) ;5
Uzbekistan ;5.3% of GDP (2017) ;5.3
Vanuatu ;4.5% of GDP (2017) ;4.5
Venezuela ;NA ;#VALUE!
Vietnam ;4.2% of GDP (2018) ;4.2
Virgin Islands ;NA ;#VALUE!
Wallis and Futuna ;NA ;#VALUE!
West Bank ;"5.3% of GDP (2017) 
note: includes Gaza Strip and the West Bank";5.3
World ;NA ;#VALUE!
Yemen ;NA ;#VALUE!
Zambia ;4.6% of GDP NA (2018) ;4.6
Zimbabwe ;5.9% of GDP (2018) ;5.9
