Country;Health expenditures(% of GDP) ;
;;
Afghanistan ;9.6% of GDP (2011) ;9.6
;;#VALUE!
Albania ;6.3% of GDP (2011) ;6.3
;;#VALUE!
Algeria ;3.9% of GDP (2011) ;3.9
;;#VALUE!
Andorra ;7.2% of GDP (2011) ;7.2
;;#VALUE!
Angola ;3.5% of GDP (2011) ;3.5
;;#VALUE!
Antigua and Barbuda ;5.9% of GDP (2011) ;5.9
;;#VALUE!
Argentina ;8.1% of GDP (2011) ;8.1
;;#VALUE!
Armenia ;4.3% of GDP (2011) ;4.3
;;#VALUE!
Australia ;9% of GDP (2011) ;9
;;#VALUE!
Austria ;10.6% of GDP (2011) ;10.6
;;#VALUE!
Azerbaijan ;5.2% of GDP (2011) ;5.2
;;#VALUE!
Bahamas, The ;7.7% of GDP (2011) ;7.7
;;#VALUE!
Bahrain ;3.8% of GDP (2011) ;3.8
;;#VALUE!
Bangladesh ;3.7% of GDP (2011) ;3.7
;;#VALUE!
Barbados ;7.7% of GDP (2011) ;7.7
;;#VALUE!
Belarus ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Belgium ;10.6% of GDP (2011) ;10.6
;;#VALUE!
Belize ;5.7% of GDP (2011) ;5.7
;;#VALUE!
Benin ;4.6% of GDP (2011) ;4.6
;;#VALUE!
Bhutan ;4.1% of GDP (2011) ;4.1
;;#VALUE!
Bolivia ;4.9% of GDP (2011) ;4.9
;;#VALUE!
Bosnia and Herzegovina ;10.2% of GDP (2011) ;10.2
;;#VALUE!
Botswana ;5.1% of GDP (2011) ;5.1
;;#VALUE!
Brazil ;8.9% of GDP (2011) ;8.9
;;#VALUE!
Brunei ;2.5% of GDP (2011) ;2.5
;;#VALUE!
Bulgaria ;7.6% of GDP (2010) ;7.6
;;#VALUE!
Burkina Faso ;6.5% of GDP (2011) ;6.5
;;#VALUE!
Burma ;2% of GDP (2011) ;2
;;#VALUE!
Burundi ;8.7% of GDP (2011) ;8.7
;;#VALUE!
Cabo Verde ;4.8% of GDP (2011) ;4.8
;;#VALUE!
Cambodia ;5.7% of GDP (2011) ;5.7
;;#VALUE!
Cameroon ;5.2% of GDP (2011) ;5.2
;;#VALUE!
Canada ;11.2% of GDP (2011) ;11.2
;;#VALUE!
Central African Republic ;3.8% of GDP (2011) ;3.8
;;#VALUE!
Chad ;4.3% of GDP (2011) ;4.3
;;#VALUE!
Chile ;7.5% of GDP (2011) ;7.5
;;#VALUE!
China ;5.2% of GDP (2011) ;5.2
;;#VALUE!
Colombia ;6.1% of GDP (2011) ;6.1
;;#VALUE!
Comoros ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Congo, Democratic Republic of the ;8.5% of GDP (2011) ;8.5
;;#VALUE!
Congo, Republic of the ;2.5% of GDP (2011) ;2.5
;;#VALUE!
Cook Islands ;5.5% of GDP (2011) ;5.5
;;#VALUE!
Costa Rica ;10.9% of GDP (2011) ;10.9
;;#VALUE!
Cote d'Ivoire ;6.8% of GDP (2011) ;6.8
;;#VALUE!
Croatia ;7.8% of GDP (2010) ;7.8
;;#VALUE!
Cuba ;10% of GDP (2011) ;10
;;#VALUE!
Cyprus ;7.4% of GDP (2011) ;7.4
;;#VALUE!
Czech Republic ;7.4% of GDP (2011) ;7.4
;;#VALUE!
Denmark ;11.2% of GDP (2011) ;11.2
;;#VALUE!
Djibouti ;7.9% of GDP (2011) ;7.9
;;#VALUE!
Dominica ;5.9% of GDP (2011) ;5.9
;;#VALUE!
Dominican Republic ;5.4% of GDP (2011) ;5.4
;;#VALUE!
Ecuador ;7.3% of GDP (2011) ;7.3
;;#VALUE!
Egypt ;4.9% of GDP (2011) ;4.9
;;#VALUE!
El Salvador ;6.8% of GDP (2011) ;6.8
;;#VALUE!
Equatorial Guinea ;4% of GDP (2011) ;4
;;#VALUE!
Eritrea ;2.6% of GDP (2011) ;2.6
;;#VALUE!
Estonia ;6% of GDP (2011) ;6
;;#VALUE!
Ethiopia ;4.7% of GDP (2011) ;4.7
;;#VALUE!
Fiji ;3.8% of GDP (2011) ;3.8
;;#VALUE!
Finland ;8.9% of GDP (2011) ;8.9
;;#VALUE!
France ;11.6% of GDP (2011) ;11.6
;;#VALUE!
Gabon ;3.2% of GDP (2011) ;3.2
;;#VALUE!
Gambia, The ;4.4% of GDP (2011) ;4.4
;;#VALUE!
Georgia ;9.4% of GDP (2011) ;9.4
;;#VALUE!
Germany ;11.1% of GDP (2011) ;11.1
;;#VALUE!
Ghana ;4.8% of GDP (2011) ;4.8
;;#VALUE!
Greece ;9% of GDP (2011) ;9
;;#VALUE!
Grenada ;6.2% of GDP (2011) ;6.2
;;#VALUE!
Guatemala ;6.7% of GDP (2011) ;6.7
;;#VALUE!
Guinea ;6% of GDP (2011) ;6
;;#VALUE!
Guinea-Bissau ;6.3% of GDP (2011) ;6.3
;;#VALUE!
Guyana ;5.9% of GDP (2011) ;5.9
;;#VALUE!
Haiti ;7.9% of GDP (2011) ;7.9
;;#VALUE!
Honduras ;9.1% of GDP (2009) ;9.1
;;#VALUE!
Hungary ;7.7% of GDP (2011) ;7.7
;;#VALUE!
Iceland ;9.1% of GDP (2011) ;9.1
;;#VALUE!
India ;3.9% of GDP (2011) ;3.9
;;#VALUE!
Indonesia ;2.7% of GDP (2011) ;2.7
;;#VALUE!
Iran ;6% of GDP (2011) ;6
;;#VALUE!
Iraq ;8.3% of GDP (2011) ;8.3
;;#VALUE!
Ireland ;9.4% of GDP (2011) ;9.4
;;#VALUE!
Israel ;7.7% of GDP (2011) ;7.7
;;#VALUE!
Italy ;9.5% of GDP (2011) ;9.5
;;#VALUE!
Jamaica ;5.2% of GDP (2010) ;5.2
;;#VALUE!
Japan ;9.3% of GDP (2011) ;9.3
;;#VALUE!
Jordan ;8.4% of GDP (2011) ;8.4
;;#VALUE!
Kazakhstan ;3.9% of GDP (2011) ;3.9
;;#VALUE!
Kenya ;4.5% of GDP (2011) ;4.5
;;#VALUE!
Kiribati ;10.1% of GDP (2011) ;10.1
;;#VALUE!
Korea, South ;7.2% of GDP (2011) ;7.2
;;#VALUE!
Kuwait ;2.7% of GDP (2011) ;2.7
;;#VALUE!
Kyrgyzstan ;6.2% of GDP (2010) ;6.2
;;#VALUE!
Laos ;2.8% of GDP (2011) ;2.8
;;#VALUE!
Latvia ;6.7% of GDP (2010) ;6.7
;;#VALUE!
Lebanon ;6.3% of GDP (2011) ;6.3
;;#VALUE!
Lesotho ;12.8% of GDP (2011) ;12.8
;;#VALUE!
Liberia ;19.5% of GDP (2011) ;19.5
;;#VALUE!
Libya ;4.4% of GDP (2011) ;4.4
;;#VALUE!
Lithuania ;7% of GDP (2010) ;7
;;#VALUE!
Luxembourg ;7.7% of GDP (2011) ;7.7
;;#VALUE!
Macedonia ;6.6% of GDP (2011) ;6.6
;;#VALUE!
Madagascar ;4.1% of GDP (2011) ;4.1
;;#VALUE!
Malawi ;8.4% of GDP (2011) ;8.4
;;#VALUE!
Malaysia ;3.6% of GDP (2011) ;3.6
;;#VALUE!
Maldives ;8.5% of GDP (2011) ;8.5
;;#VALUE!
Mali ;6.8% of GDP (2011) ;6.8
;;#VALUE!
Malta ;8.5% of GDP (2010) ;8.5
;;#VALUE!
Marshall Islands ;16.5% of GDP (2011) ;16.5
;;#VALUE!
Mauritania ;5.4% of GDP (2011) ;5.4
;;#VALUE!
Mauritius ;5.9% of GDP (2011) ;5.9
;;#VALUE!
Mexico ;6.4% of GDP (2009) ;6.4
;;#VALUE!
Micronesia, Federated States of ;13.4% of GDP (2011) ;13.4
;;#VALUE!
Moldova ;11.4% of GDP (2011) ;11.4
;;#VALUE!
Monaco ;4.3% of GDP (2011) ;4.3
;;#VALUE!
Mongolia ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Montenegro ;9.3% of GDP (2011) ;9.3
;;#VALUE!
Morocco ;6% of GDP (2011) ;6
;;#VALUE!
Mozambique ;6.6% of GDP (2011) ;6.6
;;#VALUE!
Namibia ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Nauru ;9.8% of GDP (2011) ;9.8
;;#VALUE!
Nepal ;5.4% of GDP (2011) ;5.4
;;#VALUE!
Netherlands ;12% of GDP (2011) ;12
;;#VALUE!
New Zealand ;10.1% of GDP (2011) ;10.1
;;#VALUE!
Nicaragua ;10.1% of GDP (2009) ;10.1
;;#VALUE!
Niger ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Nigeria ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Niue ;14.6% of GDP (2011) ;14.6
;;#VALUE!
Norway ;9.1% of GDP (2011) ;9.1
;;#VALUE!
Oman ;2.3% of GDP (2011) ;2.3
;;#VALUE!
Pakistan ;2.5% of GDP (2011) ;2.5
;;#VALUE!
Palau ;10.6% of GDP (2011) ;10.6
;;#VALUE!
Panama ;8.2% of GDP (2011) ;8.2
;;#VALUE!
Papua New Guinea ;4.3% of GDP (2011) ;4.3
;;#VALUE!
Paraguay ;9.7% of GDP (2011) ;9.7
;;#VALUE!
Peru ;4.8% of GDP (2011) ;4.8
;;#VALUE!
Philippines ;4.1% of GDP (2011) ;4.1
;;#VALUE!
Poland ;6.7% of GDP (2011) ;6.7
;;#VALUE!
Portugal ;10.4% of GDP (2011) ;10.4
;;#VALUE!
Qatar ;1.9% of GDP (2011) ;1.9
;;#VALUE!
Romania ;5.9% of GDP (2010) ;5.9
;;#VALUE!
Russia ;6.2% of GDP (2011) ;6.2
;;#VALUE!
Rwanda ;10.8% of GDP (2011) ;10.8
;;#VALUE!
Saint Kitts and Nevis ;4.4% of GDP (2011) ;4.4
;;#VALUE!
Saint Lucia ;7.2% of GDP (2011) ;7.2
;;#VALUE!
Saint Vincent and the Grenadines ;4.9% of GDP (2011) ;4.9
;;#VALUE!
Samoa ;7% of GDP (2011) ;7
;;#VALUE!
San Marino ;7.2% of GDP (2010) ;7.2
;;#VALUE!
Sao Tome and Principe ;7.7% of GDP (2011) ;7.7
;;#VALUE!
Saudi Arabia ;3.7% of GDP (2011) ;3.7
;;#VALUE!
Senegal ;6% of GDP (2011) ;6
;;#VALUE!
Serbia ;10.4% of GDP (2011) ;10.4
;;#VALUE!
Seychelles ;3.8% of GDP (2011) ;3.8
;;#VALUE!
Sierra Leone ;18.8% of GDP (2011) ;18.8
;;#VALUE!
Singapore ;4.6% of GDP (2011) ;4.6
;;#VALUE!
Slovakia ;9% of GDP (2010) ;9
;;#VALUE!
Slovenia ;9% of GDP (2010) ;9
;;#VALUE!
Solomon Islands ;8.8% of GDP (2011) ;8.8
;;#VALUE!
South Africa ;8.5% of GDP (2011) ;8.5
;;#VALUE!
Spain ;9.6% of GDP (2010) ;9.6
;;#VALUE!
Sri Lanka ;3.4% of GDP (2011) ;3.4
;;#VALUE!
Sudan ;8.4% of GDP (2011) ;8.4
;;#VALUE!
Suriname ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Swaziland ;8% of GDP (2011) ;8
;;#VALUE!
Sweden ;9.4% of GDP (2011) ;9.4
;;#VALUE!
Switzerland ;10.9% of GDP (2011) ;10.9
;;#VALUE!
Syria ;3.7% of GDP (2011) ;3.7
;;#VALUE!
Tajikistan ;5.8% of GDP (2011) ;5.8
;;#VALUE!
Tanzania ;7.3% of GDP (2011) ;7.3
;;#VALUE!
Thailand ;4.1% of GDP (2011) ;4.1
;;#VALUE!
Timor-Leste ;5.1% of GDP (2011) ;5.1
;;#VALUE!
Togo ;8% of GDP (2011) ;8
;;#VALUE!
Tonga ;5.3% of GDP (2011) ;5.3
;;#VALUE!
Trinidad and Tobago ;5.7% of GDP (2011) ;5.7
;;#VALUE!
Tunisia ;6.2% of GDP (2011) ;6.2
;;#VALUE!
Turkey ;6.7% of GDP (2011) ;6.7
;;#VALUE!
Turkmenistan ;2.7% of GDP (2011) ;2.7
;;#VALUE!
Tuvalu ;17.3% of GDP (2011) ;17.3
;;#VALUE!
Uganda ;9.5% of GDP (2011) ;9.5
;;#VALUE!
Ukraine ;7.3% of GDP (2011) ;7.3
;;#VALUE!
United Arab Emirates ;3.3% of GDP (2011) ;3.3
;;#VALUE!
United Kingdom ;9.3% of GDP (2011) ;9.3
;;#VALUE!
United States ;17.9% of GDP (2011) ;17.9
;;#VALUE!
Uruguay ;8% of GDP (2011) ;8
;;#VALUE!
Uzbekistan ;5.4% of GDP (2011) ;5.4
;;#VALUE!
Vanuatu ;4.1% of GDP (2011) ;4.1
;;#VALUE!
Venezuela ;5.2% of GDP (2011) ;5.2
;;#VALUE!
Vietnam ;6.8% of GDP (2011) ;6.8
;;#VALUE!
Yemen ;5.5% of GDP (2011) ;5.5
;;#VALUE!
Zambia ;6.1% of GDP (2011) ;6.1
