Country;Birth rate(births/1,000 population) ;
;;
Afghanistan ;38.84 births/1,000 population (2014 est.) ;38.84 
;;#VALUE!
Albania ;12.73 births/1,000 population (2014 est.) ;12.73 
;;#VALUE!
Algeria ;23.99 births/1,000 population (2014 est.) ;23.99 
;;#VALUE!
American Samoa ;22.87 births/1,000 population (2014 est.) ;22.87 
;;#VALUE!
Andorra ;8.48 births/1,000 population (2014 est.) ;8.48 
;;#VALUE!
Angola ;38.97 births/1,000 population (2014 est.) ;38.97 
;;#VALUE!
Anguilla ;12.68 births/1,000 population (2014 est.) ;12.68 
;;#VALUE!
Antigua and Barbuda ;15.94 births/1,000 population (2014 est.) ;15.94 
;;#VALUE!
Argentina ;16.88 births/1,000 population (2014 est.) ;16.88 
;;#VALUE!
Armenia ;13.92 births/1,000 population (2014 est.) ;13.92 
;;#VALUE!
Aruba ;12.65 births/1,000 population (2014 est.) ;12.65 
;;#VALUE!
Australia ;12.19 births/1,000 population (2014 est.) ;12.19 
;;#VALUE!
Austria ;8.76 births/1,000 population (2014 est.) ;8.76 
;;#VALUE!
Azerbaijan ;16.96 births/1,000 population (2014 est.) ;16.96 
;;#VALUE!
Bahamas, The ;15.65 births/1,000 population (2014 est.) ;15.65 
;;#VALUE!
Bahrain ;13.92 births/1,000 population (2014 est.) ;13.92 
;;#VALUE!
Bangladesh ;21.61 births/1,000 population (2014 est.) ;21.61 
;;#VALUE!
Barbados ;11.97 births/1,000 population (2014 est.) ;11.97 
;;#VALUE!
Belarus ;10.86 births/1,000 population (2014 est.) ;10.86 
;;#VALUE!
Belgium ;9.99 births/1,000 population (2014 est.) ;9.99 
;;#VALUE!
Belize ;25.14 births/1,000 population (2014 est.) ;25.14 
;;#VALUE!
Benin ;36.51 births/1,000 population (2014 est.) ;36.51 
;;#VALUE!
Bermuda ;11.35 births/1,000 population (2014 est.) ;11.35 
;;#VALUE!
Bhutan ;18.12 births/1,000 population (2014 est.) ;18.12 
;;#VALUE!
Bolivia ;23.28 births/1,000 population (2014 est.) ;23.28 
;;#VALUE!
Bosnia and Herzegovina ;8.89 births/1,000 population (2014 est.) ;8.89 
;;#VALUE!
Botswana ;21.34 births/1,000 population (2014 est.) ;21.34 
;;#VALUE!
Brazil ;14.72 births/1,000 population (2014 est.) ;14.72 
;;#VALUE!
British Virgin Islands ;10.83 births/1,000 population (2014 est.) ;10.83 
;;#VALUE!
Brunei ;17.49 births/1,000 population (2014 est.) ;17.49 
;;#VALUE!
Bulgaria ;8.92 births/1,000 population (2014 est.) ;8.92 
;;#VALUE!
Burkina Faso ;42.42 births/1,000 population (2014 est.) ;42.42 
;;#VALUE!
Burma ;18.65 births/1,000 population (2014 est.) ;18.65 
;;#VALUE!
Burundi ;42.33 births/1,000 population (2014 est.) ;42.33 
;;#VALUE!
Cabo Verde ;20.72 births/1,000 population (2014 est.) ;20.72 
;;#VALUE!
Cambodia ;24.4 births/1,000 population (2014 est.) ;24.4 
;;#VALUE!
Cameroon ;36.58 births/1,000 population (2014 est.) ;36.58 
;;#VALUE!
Canada ;10.29 births/1,000 population (2014 est.) ;10.29 
;;#VALUE!
Cayman Islands ;12.13 births/1,000 population (2014 est.) ;12.13 
;;#VALUE!
Central African Republic ;35.45 births/1,000 population (2014 est.) ;35.45 
;;#VALUE!
Chad ;37.29 births/1,000 population (2014 est.) ;37.29 
;;#VALUE!
Chile ;13.97 births/1,000 population (2014 est.) ;13.97 
;;#VALUE!
China ;12.17 births/1,000 population (2014 est.) ;12.17 
;;#VALUE!
Colombia ;16.73 births/1,000 population (2014 est.) ;16.73 
;;#VALUE!
Comoros ;29.05 births/1,000 population (2014 est.) ;29.05 
;;#VALUE!
Congo, Democratic Republic of the ;35.62 births/1,000 population (2014 est.) ;35.62 
;;#VALUE!
Congo, Republic of the ;36.59 births/1,000 population (2014 est.) ;36.59 
;;#VALUE!
Cook Islands ;14.7 births/1,000 population (2014 est.) ;14.7 
;;#VALUE!
Costa Rica ;16.08 births/1,000 population (2014 est.) ;16.08 
;;#VALUE!
Cote d'Ivoire ;29.25 births/1,000 population (2014 est.) ;29.25 
;;#VALUE!
Croatia ;9.49 births/1,000 population (2014 est.) ;9.49 
;;#VALUE!
Cuba ;9.9 births/1,000 population (2014 est.) ;9.9 
;;#VALUE!
Curacao ;NA ;NA 
;;#VALUE!
Cyprus ;11.44 births/1,000 population (2014 est.) ;11.44 
;;#VALUE!
Czech Republic ;9.79 births/1,000 population (2014 est.) ;9.79 
;;#VALUE!
Denmark ;10.22 births/1,000 population (2014 est.) ;10.22 
;;#VALUE!
Djibouti ;24.08 births/1,000 population (2014 est.) ;24.08 
;;#VALUE!
Dominica ;15.53 births/1,000 population (2014 est.) ;15.53 
;;#VALUE!
Dominican Republic ;18.97 births/1,000 population (2014 est.) ;18.97 
;;#VALUE!
Ecuador ;18.87 births/1,000 population (2014 est.) ;18.87 
;;#VALUE!
Egypt ;23.35 births/1,000 population (2014 est.) ;23.35 
;;#VALUE!
El Salvador ;16.79 births/1,000 population (2014 est.) ;16.79 
;;#VALUE!
Equatorial Guinea ;33.83 births/1,000 population (2014 est.) ;33.83 
;;#VALUE!
Eritrea ;30.69 births/1,000 population (2014 est.) ;30.69 
;;#VALUE!
Estonia ;10.29 births/1,000 population (2014 est.) ;10.29 
;;#VALUE!
Ethiopia ;37.66 births/1,000 population (2014 est.) ;37.66 
;;#VALUE!
European Union ;10.17 births/1,000 population (2014 est.) ;10.17 
;;#VALUE!
Falkland Islands (Islas Malvinas) ;NA ;NA 
;;#VALUE!
Faroe Islands ;13.57 births/1,000 population (2014 est.) ;13.57 
;;#VALUE!
Fiji ;19.86 births/1,000 population (2014 est.) ;19.86 
;;#VALUE!
Finland ;10.35 births/1,000 population (2014 est.) ;10.35 
;;#VALUE!
France ;12.49 births/1,000 population (2014 est.) ;12.49 
;;#VALUE!
French Polynesia ;15.47 births/1,000 population (2014 est.) ;15.47 
;;#VALUE!
Gabon ;34.64 births/1,000 population (2014 est.) ;34.64 
;;#VALUE!
Gambia, The ;31.75 births/1,000 population (2014 est.) ;31.75 
;;#VALUE!
Gaza Strip ;32.2 births/1,000 population (2014 est.) ;32.2 
;;#VALUE!
Georgia ;12.93 births/1,000 population (2014 est.) ;12.93 
;;#VALUE!
Germany ;8.42 births/1,000 population (2014 est.) ;8.42 
;;#VALUE!
Ghana ;31.4 births/1,000 population (2014 est.) ;31.4 
;;#VALUE!
Gibraltar ;14.15 births/1,000 population (2014 est.) ;14.15 
;;#VALUE!
Greece ;8.8 births/1,000 population (2014 est.) ;8.8 
;;#VALUE!
Greenland ;14.53 births/1,000 population (2014 est.) ;14.53 
;;#VALUE!
Grenada ;16.3 births/1,000 population (2014 est.) ;16.3 
;;#VALUE!
Guam ;17.01 births/1,000 population (2014 est.) ;17.01 
;;#VALUE!
Guatemala ;25.46 births/1,000 population (2014 est.) ;25.46 
;;#VALUE!
Guernsey ;9.89 births/1,000 population (2014 est.) ;9.89 
;;#VALUE!
Guinea ;36.02 births/1,000 population (2014 est.) ;36.02 
;;#VALUE!
Guinea-Bissau ;33.83 births/1,000 population (2014 est.) ;33.83 
;;#VALUE!
Guyana ;15.9 births/1,000 population (2014 est.) ;15.9 
;;#VALUE!
Haiti ;22.83 births/1,000 population (2014 est.) ;22.83 
;;#VALUE!
Honduras ;23.66 births/1,000 population (2014 est.) ;23.66 
;;#VALUE!
Hong Kong ;9.38 births/1,000 population (2014 est.) ;9.38 
;;#VALUE!
Hungary ;9.26 births/1,000 population (2014 est.) ;9.26 
;;#VALUE!
Iceland ;13.09 births/1,000 population (2014 est.) ;13.09 
;;#VALUE!
India ;19.89 births/1,000 population (2014 est.) ;19.89 
;;#VALUE!
Indonesia ;17.04 births/1,000 population (2014 est.) ;17.04 
;;#VALUE!
Iran ;18.23 births/1,000 population (2014 est.) ;18.23 
;;#VALUE!
Iraq ;26.85 births/1,000 population (2014 est.) ;26.85 
;;#VALUE!
