Country;Net migration rate(migrant(s)/1,000 population) ;
;;
Afghanistan ;-1.83 migrant(s)/1,000 population (2014 est.) ;-1.83 
;;#VALUE!
Albania ;-3.31 migrant(s)/1,000 population (2014 est.) ;-3.31 
;;#VALUE!
Algeria ;-0.93 migrant(s)/1,000 population (2014 est.) ;-0.93 
;;#VALUE!
American Samoa ;-21.64 migrant(s)/1,000 population (2014 est.) ;-21.64 
;;#VALUE!
Andorra ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Angola ;0.47 migrant(s)/1,000 population (2014 est.) ;0.47 
;;#VALUE!
Anguilla ;12.43 migrant(s)/1,000 population (2014 est.) ;12.43 
;;#VALUE!
Antigua and Barbuda ;2.23 migrant(s)/1,000 population (2014 est.) ;2.23 
;;#VALUE!
Argentina ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Armenia ;-5.88 migrant(s)/1,000 population (2014 est.) ;-5.88 
;;#VALUE!
Aruba ;9.04 migrant(s)/1,000 population (2014 est.) ;9.04 
;;#VALUE!
Australia ;5.74 migrant(s)/1,000 population (2014 est.) ;5.74 
;;#VALUE!
Austria ;1.76 migrant(s)/1,000 population (2014 est.) ;1.76 
;;#VALUE!
Azerbaijan ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Bahamas, The ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Bahrain ;13.6 migrant(s)/1,000 population (2014 est.) ;13.6 
;;#VALUE!
Bangladesh ;-0.02 migrant(s)/1,000 population (2014 est.) ;-0.02 
;;#VALUE!
Barbados ;-0.3 migrant(s)/1,000 population (2014 est.) ;-0.3 
;;#VALUE!
Belarus ;0.78 migrant(s)/1,000 population (2014 est.) ;0.78 
;;#VALUE!
Belgium ;1.22 migrant(s)/1,000 population (2014 est.) ;1.22 
;;#VALUE!
Belize ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Benin ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Bermuda ;1.92 migrant(s)/1,000 population (2014 est.) ;1.92 
;;#VALUE!
Bhutan ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Bolivia ;-0.69 migrant(s)/1,000 population (2014 est.) ;-0.69 
;;#VALUE!
Bosnia and Herzegovina ;-0.38 migrant(s)/1,000 population (2014 est.) ;-0.38 
;;#VALUE!
Botswana ;"4.62 migrant(s)/1,000 population 
note: there is an increasing flow of Zimbabweans into South Africa and Botswana in search of better economic opportunities (2014 est.) ";4.62 
;;#VALUE!
Brazil ;-0.15 migrant(s)/1,000 population (2014 est.) ;-0.15 
;;#VALUE!
British Virgin Islands ;17.69 migrant(s)/1,000 population (2014 est.) ;17.69 
;;#VALUE!
Brunei ;2.47 migrant(s)/1,000 population (2014 est.) ;2.47 
;;#VALUE!
Bulgaria ;-2.89 migrant(s)/1,000 population (2014 est.) ;-2.89 
;;#VALUE!
Burkina Faso ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Burma ;-0.3 migrant(s)/1,000 population (2014 est.) ;-0.3 
;;#VALUE!
Burundi ;0 migrant(s)/1,000 population (2014 est.) ;0 
;;#VALUE!
Cabo Verde ;-0.64 migrant(s)/1,000 population (2014 est.) ;-0.64 
;;#VALUE!
Cambodia ;-0.32 migrant(s)/1,000 population (2014 est.) ;-0.32 
;;#VALUE!
Cameroon ;-0.15 migrant(s)/1,000 population (2014 est.) ;-0.15 
;;#VALUE!
Canada ;5.66 migrant(s)/1,000 population (2014 est.) ;5.66 
;;#VALUE!
Cayman Islands ;"14.71 migrant(s)/1,000 population 
note: major destination for Cubans trying to migrate to the US (2014 est.) ";14.71 
;;#VALUE!
