Country;Taxes and other revenues(% of GDP) ;
;;
Afghanistan ;6.4% of GDP (FY09/10 est.) ;6.4
;;#VALUE!
Albania ;26.5% of GDP (2010 est.) ;26.5
;;#VALUE!
Algeria ;36.7% of GDP (2010 est.) ;36.7
;;#VALUE!
American Samoa ;33.6% of GDP (FY07) ;33.6
;;#VALUE!
Angola ;41.7% of GDP (2010 est.) ;41.7
;;#VALUE!
Anguilla ;13% of GDP (2009 est.) ;13
;;#VALUE!
Antigua and Barbuda ;20.8% of GDP (2009 est.) ;20.8
;;#VALUE!
Argentina ;24.3% of GDP (2010 est.) ;24.3
;;#VALUE!
Armenia ;21.5% of GDP (2010 est.) ;21.5
;;#VALUE!
Aruba ;28.8% of GDP (2010 est.) ;28.8
;;#VALUE!
Australia ;32.3% of GDP (2010 est.) ;32.3
;;#VALUE!
Austria ;48.6% of GDP (2010 est.) ;48.6
;;#VALUE!
Azerbaijan ;12.6% of GDP (2010 est.) ;12.6
;;#VALUE!
Bahamas, The ;17.2% of GDP (2010 est.) ;17.2
;;#VALUE!
Bahrain ;25.5% of GDP (2010 est.) ;25.5
;;#VALUE!
Bangladesh ;10.9% of GDP (2010 est.) ;10.9
;;#VALUE!
Barbados ;29.8% of GDP (2010 est.) ;29.8
;;#VALUE!
Belarus ;43.1% of GDP (2010 est.) ;43.1
;;#VALUE!
Belgium ;49% of GDP (2010 est.) ;49
;;#VALUE!
Belize ;25.1% of GDP (2010 est.) ;25.1
;;#VALUE!
Benin ;18.3% of GDP (2010 est.) ;18.3
;;#VALUE!
Bhutan ;40.8% of GDP (2010 est.) ;40.8
;;#VALUE!
Bolivia ;44.5% of GDP (2010 est.) ;44.5
;;#VALUE!
Bosnia and Herzegovina ;45.3% of GDP (2010 est.) ;45.3
;;#VALUE!
Botswana ;33.2% of GDP (2010 est.) ;33.2
;;#VALUE!
Brazil ;39.4% of GDP (2010 est.) ;39.4
;;#VALUE!
British Virgin Islands ;27.4% of GDP (2010 est.) ;27.4
;;#VALUE!
Brunei ;36% of GDP (2010 est.) ;36
;;#VALUE!
Bulgaria ;33.9% of GDP (2010 est.) ;33.9
;;#VALUE!
Burkina Faso ;21.6% of GDP (2010 est.) ;21.6
;;#VALUE!
Burma ;3.3% of GDP (2010 est.) ;3.3
;;#VALUE!
Burundi ;28.5% of GDP (2010 est.) ;28.5
;;#VALUE!
Cambodia ;12.7% of GDP (2010 est.) ;12.7
;;#VALUE!
Cameroon ;17.3% of GDP (2010 est.) ;17.3
;;#VALUE!
Canada ;38.2% of GDP (2010 est.) ;38.2
;;#VALUE!
Cape Verde ;33.9% of GDP (2010 est.) ;33.9
;;#VALUE!
Cayman Islands ;22.4% of GDP (2010 est.) ;22.4
;;#VALUE!
Central African Republic ;16.1% of GDP (2010 est.) ;16.1
;;#VALUE!
Chad ;25.7% of GDP (2010 est.) ;25.7
;;#VALUE!
Chile ;22.5% of GDP (2010 est.) ;22.5
;;#VALUE!
China ;20.9% of GDP (2010 est.) ;20.9
;;#VALUE!
Colombia ;25.7% of GDP (2011 est.) ;25.7
;;#VALUE!
Comoros ;22.1% of GDP (2010 est.) ;22.1
;;#VALUE!
Congo, Democratic Republic of the ;32.8% of GDP (2006 est.) ;32.8
;;#VALUE!
Congo, Republic of the ;28.3% of GDP (2010 est.) ;28.3
;;#VALUE!
Cook Islands ;38.7% of GDP (FY05/06) ;38.7
;;#VALUE!
Costa Rica ;14.6% of GDP (2010 est.) ;14.6
;;#VALUE!
Cote d'Ivoire ;20% of GDP (2010 est.) ;20
;;#VALUE!
Croatia ;37.3% of GDP (2010 est.) ;37.3
;;#VALUE!
Cuba ;80.3% of GDP (2010 est.) ;80.3
;;#VALUE!
Curacao ;10.7% of GDP (2010 est.) ;10.7
;;#VALUE!
Cyprus ;41.3% of GDP (2010 est.) ;41.3
;;#VALUE!
Czech Republic ;40.5% of GDP (2010 est.) ;40.5
;;#VALUE!
Denmark ;55.3% of GDP (2010 est.) ;55.3
;;#VALUE!
Djibouti ;43.6% of GDP (2010 est.) ;43.6
;;#VALUE!
Dominica ;39.4% of GDP (2010 est.) ;39.4
;;#VALUE!
Dominican Republic ;13.6% of GDP (2010 est.) ;13.6
;;#VALUE!
Ecuador ;36.5% of GDP (2011 est.) ;36.5
;;#VALUE!
Egypt ;21.8% of GDP (2010 est.) ;21.8
;;#VALUE!
El Salvador ;18.3% of GDP (2010 est.) ;18.3
;;#VALUE!
Equatorial Guinea ;45.6% of GDP (2010 est.) ;45.6
;;#VALUE!
Eritrea ;24.3% of GDP (2010 est.) ;24.3
;;#VALUE!
Estonia ;39% of GDP (2010 est.) ;39
;;#VALUE!
Ethiopia ;15.4% of GDP (2010 est.) ;15.4
;;#VALUE!
Falkland Islands (Islas Malvinas) ;63% of GDP (FY98/99) ;63
;;#VALUE!
Faroe Islands ;47.5% of GDP (2006) ;47.5
;;#VALUE!
Fiji ;25% of GDP (2010 est.) ;25
;;#VALUE!
Finland ;52.4% of GDP (2010 est.) ;52.4
;;#VALUE!
France ;48.8% of GDP (2010 est.) ;48.8
;;#VALUE!
French Polynesia ;14.2% of GDP (1999) ;14.2
;;#VALUE!
Gabon ;32.3% of GDP (2010 est.) ;32.3
;;#VALUE!
Gambia, The ;17.1% of GDP (2010 est.) ;17.1
;;#VALUE!
Georgia ;28.2% of GDP (2010 est.) ;28.2
;;#VALUE!
Germany ;43% of GDP (2010 est.) ;43
;;#VALUE!
Ghana ;17.3% of GDP (2010 est.) ;17.3
;;#VALUE!
Gibraltar ;43% of GDP (2008 est.) ;43
;;#VALUE!
Greece ;39.2% of GDP (2010 est.) ;39.2
;;#VALUE!
Greenland ;72.4% of GDP (2007) ;72.4
;;#VALUE!
Grenada ;26% of GDP (2009 est.) ;26
;;#VALUE!
Guam ;11.5% of GDP (2002 est.) ;11.5
;;#VALUE!
Guatemala ;11.2% of GDP (2010 est.) ;11.2
;;#VALUE!
Guernsey ;20.6% of GDP (2005) ;20.6
;;#VALUE!
Guinea ;16.2% of GDP (2010 est.) ;16.2
;;#VALUE!
Guinea-Bissau ;19.2% of GDP (2010 est.) ;19.2
;;#VALUE!
Guyana ;26.5% of GDP (2010 est.) ;26.5
;;#VALUE!
Haiti ;19.5% of GDP (2010 est.) ;19.5
;;#VALUE!
Honduras ;17.4% of GDP (2010 est.) ;17.4
;;#VALUE!
Hong Kong ;20.2% of GDP (2010 est.) ;20.2
;;#VALUE!
Hungary ;45.1% of GDP (2010 est.) ;45.1
;;#VALUE!
Iceland ;42.3% of GDP (2010 est.) ;42.3
;;#VALUE!
India ;11.9% of GDP (2010 est.) ;11.9
;;#VALUE!
Indonesia ;16.9% of GDP (2011 est.) ;16.9
;;#VALUE!
Iran ;31.2% of GDP (2010 est.) ;31.2
;;#VALUE!
Iraq ;72.3% of GDP (2010 est.) ;72.3
;;#VALUE!
Ireland ;34.6% of GDP (2010 est.) ;34.6
;;#VALUE!
Isle of Man ;35.5% of GDP (FY05/06 est.) ;35.5
;;#VALUE!
Israel ;28.6% of GDP (2010 est.) ;28.6
;;#VALUE!
Italy ;46.7% of GDP (2010 est.) ;46.7
;;#VALUE!
Jamaica ;26.3% of GDP (2010 est.) ;26.3
;;#VALUE!
Japan ;32.5% of GDP (2010 est.) ;32.5
;;#VALUE!
Jersey ;16.3% of GDP (2005) ;16.3
;;#VALUE!
Jordan ;21.8% of GDP (2010 est.) ;21.8
;;#VALUE!
Kazakhstan ;21.1% of GDP (2010 est.) ;21.1
;;#VALUE!
Kenya ;21.8% of GDP (2010 est.) ;21.8
;;#VALUE!
Kiribati ;37.8% of GDP (FY05) ;37.8
;;#VALUE!
Korea, North ;"11.4% of GDP 
note: excludes earnings from state operated enterprises (2007 est.) ";11.4
;;#VALUE!
Korea, South ;23.3% of GDP (2010 est.) ;23.3
;;#VALUE!
Kosovo ;26% of GDP (2010 est.) ;26
;;#VALUE!
Kuwait ;57.1% of GDP (2010 est.) ;57.1
;;#VALUE!
Kyrgyzstan ;27.3% of GDP (2010 est.) ;27.3
;;#VALUE!
Laos ;17.9% of GDP (2010 est.) ;17.9
;;#VALUE!
Latvia ;35.2% of GDP (2010 est.) ;35.2
;;#VALUE!
Lebanon ;21.4% of GDP (2010 est.) ;21.4
;;#VALUE!
Lesotho ;55.3% of GDP (2010 est.) ;55.3
;;#VALUE!
Liberia ;34.3% of GDP (2010 est.) ;34.3
;;#VALUE!
Libya ;56.6% of GDP (2010 est.) ;56.6
;;#VALUE!
Liechtenstein ;18.6% of GDP (2008 est.) ;18.6
;;#VALUE!
Lithuania ;35.2% of GDP (2010 est.) ;35.2
;;#VALUE!
Luxembourg ;39.8% of GDP (2010 est.) ;39.8
;;#VALUE!
Macau ;40.7% of GDP (2010 est.) ;40.7
;;#VALUE!
Macedonia ;31.3% of GDP (2010 est.) ;31.3
;;#VALUE!
Madagascar ;14.2% of GDP (2010 est.) ;14.2
;;#VALUE!
Malawi ;33% of GDP (2010 est.) ;33
;;#VALUE!
Malaysia ;20.8% of GDP (2010 est.) ;20.8
;;#VALUE!
Maldives ;25.5% of GDP (2010 est.) ;25.5
;;#VALUE!
Mali ;20.5% of GDP (2010 est.) ;20.5
;;#VALUE!
Malta ;38.7% of GDP (2010 est.) ;38.7
;;#VALUE!
Marshall Islands ;76.3% of GDP (2008) ;76.3
;;#VALUE!
Mauritania ;24.6% of GDP (2010 est.) ;24.6
;;#VALUE!
Mauritius ;20.8% of GDP (2010 est.) ;20.8
;;#VALUE!
Mexico ;22.5% of GDP (2010 est.) ;22.5
;;#VALUE!
Micronesia, Federated States of ;69.7% of GDP (FY07 est.) ;69.7
;;#VALUE!
