Country;EDUCATION EXPENDITURES(% OF GDP);
Afghanistan;NA;#VALUE!
Albania;3.3% of GDP (2007);3.3
Algeria;4.3% of GDP (2008);4.3
American Samoa;NA;#VALUE!
Andorra;3.1% of GDP (2011);3.1
Angola;3.5% of GDP (2010);3.5
Anguilla;2.8% of GDP (2008);2.8
Antigua and Barbuda;2.6% of GDP (2009);2.6
Argentina;5.1% of GDP (2012);5.1
Armenia;2.3% of GDP (2013);2.3
Aruba;6% of GDP (2011);6
Australia;5.1% of GDP (2011);5.1
Austria;5.8% of GDP (2011);5.8
Azerbaijan;2.4% of GDP (2011);2.4
Bahamas, The;NA;#VALUE!
Bahrain;2.7% of GDP (2012);2.7
Bangladesh;2.2% of GDP (2009);2.2
Barbados;5.6% of GDP (2012);5.6
Belarus;5.1% of GDP (2012);5.1
Belgium;6.5% of GDP (2011);6.5
Belize;6.6% of GDP (2010);6.6
Benin;5.3% of GDP (2010);5.3
Bermuda;2.6% of GDP (2010);2.6
Bhutan;5.5% of GDP (2013);5.5
Bolivia;6.4% of GDP (2012);6.4
Bosnia and Herzegovina;NA;#VALUE!
Botswana;9.5% of GDP (2009);9.5
Brazil;5.8% of GDP (2010);5.8
British Virgin Islands;4.4% of GDP (2010);4.4
Brunei;3.8% of GDP (2014);3.8
Bulgaria;3.8% of GDP (2011);3.8
Burkina Faso;3.4% of GDP (2011);3.4
Burma;0.8% of GDP (2011);0.8
Burundi;5.8% of GDP (2012);5.8
Cabo Verde;5% of GDP (2011);5
Cambodia;2.6% of GDP (2010);2.6
Cameroon;3% of GDP (2012);3
Canada;5.3% of GDP (2011);5.3
Cayman Islands;NA;#VALUE!
Central African Republic;1.2% of GDP (2011);1.2
Chad;2.3% of GDP (2011);2.3
Chile;4.6% of GDP (2012);4.6
China;NA;#VALUE!
Colombia;4.9% of GDP (2013);4.9
Comoros;7.6% of GDP (2008);7.6
Congo, Democratic Republic of the;1.6% of GDP (2010);1.6
Congo, Republic of the;6.2% of GDP (2010);6.2
Cook Islands;3.1% of GDP (2011);3.1
Costa Rica;6.9% of GDP (2013);6.9
Cote d'Ivoire;4.6% of GDP (2008);4.6
Croatia;4.2% of GDP (2011);4.2
Cuba;12.8% of GDP (2010);12.8
Cyprus;7.2% of GDP (2011);7.2
Czech Republic;4.5% of GDP (2011);4.5
Denmark;8.7% of GDP (2011);8.7
Djibouti;4.5% of GDP (2010);4.5
Dominican Republic;3.8% of GDP (2013);3.8
Ecuador;4.4% of GDP (2012);4.4
Egypt;3.8% of GDP (2008);3.8
El Salvador;3.4% of GDP (2011);3.4
Eritrea;2.1% of GDP (2006);2.1
Estonia;5.2% of GDP (2011);5.2
Ethiopia;4.7% of GDP (2010);4.7
Fiji;4.2% of GDP (2011);4.2
Finland;6.8% of GDP (2011);6.8
France;5.9% of GDP (2011);5.9
Gabon;NA;#VALUE!
Gambia, The;4.1% of GDP (2012);4.1
Georgia;2% of GDP (2012);2
Germany;5% of GDP (2011);5
Ghana;8.1% of GDP (2011);8.1
Gibraltar;NA;#VALUE!
Greece;4.1% of GDP (2005);4.1
Guatemala;2.8% of GDP (2013);2.8
Guinea-Bissau;NA;#VALUE!
Guinea;2.5% of GDP (2012);2.5
Guyana;3.2% of GDP (2012);3.2
Haiti;NA;#VALUE!
Holy See (Vatican City);NA;#VALUE!
Honduras;NA;#VALUE!
Hong Kong;3.8% of GDP (2013);3.8
Hungary;4.7% of GDP (2011);4.7
Iceland;7.4% of GDP (2011);7.4
India;3.8% of GDP (2012);3.8
Indonesia;3.6% of GDP (2012);3.6
Iran;3.7% of GDP (2013);3.7
Iraq;NA;#VALUE!
Ireland;6.2% of GDP (2011);6.2
Israel;5.6% of GDP (2011);5.6
Italy;4.3% of GDP (2011);4.3
Jamaica;6.3% of GDP (2013);6.3
Japan;3.8% of GDP (2012);3.8
Jordan;NA;#VALUE!
Kazakhstan;3.1% of GDP (2009);3.1
Kenya;6.6% of GDP (2010);6.6
Korea, North;NA;#VALUE!
Korea, South;4.9% of GDP (2011);4.9
Kuwait;3.8% of GDP (2006);3.8
Kyrgyzstan;6.8% of GDP (2011);6.8
Laos;2.8% of GDP (2010);2.8
Latvia;4.9% of GDP (2011);4.9
Lebanon;2.6% of GDP (2012);2.6
Lesotho;13% of GDP (2008);13
Liberia;2.8% of GDP (2012);2.8
Libya;NA;#VALUE!
Liechtenstein;2.1% of GDP (2008);2.1
