Country;BIRTH RATE(BIRTHS/1,000 POPULATION);
Afghanistan;38.57 births/1,000 population (2015 est.);38.57
Albania;12.92 births/1,000 population (2015 est.);12.92
Algeria;23.67 births/1,000 population (2015 est.);23.67
American Samoa;22.89 births/1,000 population (2015 est.);22.89
Andorra;8.13 births/1,000 population (2015 est.);8.13
Angola;38.78 births/1,000 population (2015 est.);38.78
Anguilla;12.67 births/1,000 population (2015 est.);12.67
Antigua and Barbuda;15.85 births/1,000 population (2015 est.);15.85
Argentina;16.64 births/1,000 population (2015 est.);16.64
Armenia;13.61 births/1,000 population (2015 est.);13.61
Aruba;12.56 births/1,000 population (2015 est.);12.56
Australia;12.15 births/1,000 population (2015 est.);12.15
Austria;9.41 births/1,000 population (2015 est.);9.41
Azerbaijan;16.64 births/1,000 population (2015 est.);16.64
Bahamas, The;15.5 births/1,000 population (2015 est.);15.5
Bahrain;13.66 births/1,000 population (2015 est.);13.66
Bangladesh;21.14 births/1,000 population (2015 est.);21.14
Barbados;11.87 births/1,000 population (2015 est.);11.87
Belarus;10.7 births/1,000 population (2015 est.);10.7
Belgium;11.41 births/1,000 population (2015 est.);11.41
Belize;24.68 births/1,000 population (2015 est.);24.68
Benin;36.02 births/1,000 population (2015 est.);36.02
Bermuda;11.33 births/1,000 population (2015 est.);11.33
Bhutan;17.78 births/1,000 population (2015 est.);17.78
Bolivia;22.76 births/1,000 population (2015 est.);22.76
Bosnia and Herzegovina;8.87 births/1,000 population (2015 est.);8.87
Botswana;20.96 births/1,000 population (2015 est.);20.96
Brazil;14.46 births/1,000 population (2015 est.);14.46
British Virgin Islands;10.91 births/1,000 population (2015 est.);10.91
Brunei;17.32 births/1,000 population (2015 est.);17.32
Bulgaria;8.92 births/1,000 population (2015 est.);8.92
Burkina Faso;42.03 births/1,000 population (2015 est.);42.03
Burma;18.39 births/1,000 population (2015 est.);18.39
Burundi;42.01 births/1,000 population (2015 est.);42.01
Cabo Verde;20.33 births/1,000 population (2015 est.);20.33
Cambodia;23.83 births/1,000 population (2015 est.);23.83
Cameroon;36.17 births/1,000 population (2015 est.);36.17
Canada;10.28 births/1,000 population (2015 est.);10.28
Cayman Islands;12.11 births/1,000 population (2015 est.);12.11
Central African Republic;35.08 births/1,000 population (2015 est.);35.08
Chad;36.6 births/1,000 population (2015 est.);36.6
Chile;13.83 births/1,000 population (2015 est.);13.83
China;12.49 births/1,000 population (2015 est.);12.49
Colombia;16.47 births/1,000 population (2015 est.);16.47
Comoros;27.84 births/1,000 population (2015 est.);27.84
Congo, Democratic Republic of the;34.88 births/1,000 population (2015 est.);34.88
Congo, Republic of the;35.85 births/1,000 population (2015 est.);35.85
Cook Islands;14.33 births/1,000 population (2015 est.);14.33
Costa Rica;15.91 births/1,000 population (2015 est.);15.91
Cote d'Ivoire;28.67 births/1,000 population (2015 est.);28.67
Croatia;9.45 births/1,000 population (2015 est.);9.45
Cuba;9.9 births/1,000 population (2015 est.);9.9
Curacao;NA;#VALUE!
Cyprus;11.41 births/1,000 population (2015 est.);11.41
Czech Republic;9.63 births/1,000 population (2015 est.);9.63
Denmark;10.27 births/1,000 population (2015 est.);10.27
Djibouti;23.65 births/1,000 population (2015 est.);23.65
Dominica;15.41 births/1,000 population (2015 est.);15.41
Dominican Republic;18.73 births/1,000 population (2015 est.);18.73
Ecuador;18.51 births/1,000 population (2015 est.);18.51
Egypt;22.9 births/1,000 population (2015 est.);22.9
El Salvador;16.46 births/1,000 population (2015 est.);16.46
Equatorial Guinea;33.31 births/1,000 population (2015 est.);33.31
Eritrea;30 births/1,000 population (2015 est.);30
Estonia;10.51 births/1,000 population (2015 est.);10.51
Ethiopia;37.27 births/1,000 population (2015 est.);37.27
European Union;10.17 births/1,000 population (2014 est.);10.17
Falkland Islands (Islas Malvinas);NA;#VALUE!
Faroe Islands;13.77 births/1,000 population (2015 est.);13.77
Fiji;19.43 births/1,000 population (2015 est.);19.43
Finland;10.72 births/1,000 population (2015 est.);10.72
France;12.38 births/1,000 population (2015 est.);12.38
French Polynesia;15.22 births/1,000 population (2015 est.);15.22
Gabon;34.49 births/1,000 population (2015 est.);34.49
Gambia, The;30.86 births/1,000 population (2015 est.);30.86
Gaza Strip;31.11 births/1,000 population (2015 est.);31.11
Georgia;12.74 births/1,000 population (2015 est.);12.74
Germany;8.47 births/1,000 population (2015 est.);8.47
Ghana;31.09 births/1,000 population (2015 est.);31.09
Gibraltar;14.08 births/1,000 population (2015 est.);14.08
Greece;8.66 births/1,000 population (2015 est.);8.66
Greenland;14.48 births/1,000 population (2015 est.);14.48
Grenada;16.03 births/1,000 population (2015 est.);16.03
Guam;16.82 births/1,000 population (2015 est.);16.82
Guatemala;24.89 births/1,000 population (2015 est.);24.89
Guernsey;9.84 births/1,000 population (2015 est.);9.84
Guinea-Bissau;33.38 births/1,000 population (2015 est.);33.38
Guinea;35.74 births/1,000 population (2015 est.);35.74
Guyana;15.59 births/1,000 population (2015 est.);15.59
Haiti;22.31 births/1,000 population (2015 est.);22.31
Honduras;23.14 births/1,000 population (2015 est.);23.14
Hong Kong;9.23 births/1,000 population (2015 est.);9.23
Hungary;9.16 births/1,000 population (2015 est.);9.16
Iceland;13.91 births/1,000 population (2015 est.);13.91
India;19.55 births/1,000 population (2015 est.);19.55
Indonesia;16.72 births/1,000 population (2015 est.);16.72
Iran;17.99 births/1,000 population (2015 est.);17.99
Iraq;31.45 births/1,000 population (2015 est.);31.45
Ireland;14.84 births/1,000 population (2015 est.);14.84
Isle of Man;11.1 births/1,000 population (2015 est.);11.1
Israel;18.48 births/1,000 population (2015 est.);18.48
Italy;8.74 births/1,000 population (2015 est.);8.74
Jamaica;18.16 births/1,000 population (2015 est.);18.16
Japan;7.93 births/1,000 population (2015 est.);7.93
Jersey;11.91 births/1,000 population (2015 est.);11.91
Jordan;25.37 births/1,000 population (2015 est.);25.37
Kazakhstan;19.15 births/1,000 population (2015 est.);19.15
Kenya;26.4 births/1,000 population (2015 est.);26.4
Kiribati;21.46 births/1,000 population (2015 est.);21.46
Korea, North;14.52 births/1,000 population (2015 est.);14.52
Korea, South;8.19 births/1,000 population (2015 est.);8.19
Kuwait;19.91 births/1,000 population (2015 est.);19.91
Kyrgyzstan;22.98 births/1,000 population (2015 est.);22.98
Laos;24.25 births/1,000 population (2015 est.);24.25
Latvia;10 births/1,000 population (2015 est.);10
Lebanon;14.59 births/1,000 population (2015 est.);14.59
Lesotho;25.47 births/1,000 population (2015 est.);25.47
Liberia;34.41 births/1,000 population (2015 est.);34.41
Libya;18.03 births/1,000 population (2015 est.);18.03
Liechtenstein;10.45 births/1,000 population (2015 est.);10.45
Lithuania;10.1 births/1,000 population (2015 est.);10.1
Luxembourg;11.37 births/1,000 population (2015 est.);11.37
Macau;8.88 births/1,000 population (2015 est.);8.88
Macedonia;11.55 births/1,000 population (2015 est.);11.55
Madagascar;32.61 births/1,000 population (2015 est.);32.61
Malawi;41.56 births/1,000 population (2015 est.);41.56
Malaysia;19.71 births/1,000 population (2015 est.);19.71
Maldives;15.75 births/1,000 population (2015 est.);15.75
Mali;44.99 births/1,000 population (2015 est.);44.99
Malta;10.18 births/1,000 population (2015 est.);10.18
Marshall Islands;25.6 births/1,000 population (2015 est.);25.6
Mauritania;31.34 births/1,000 population (2015 est.);31.34
Mauritius;13.29 births/1,000 population (2015 est.);13.29
Mexico;18.78 births/1,000 population (2015 est.);18.78
Micronesia, Federated States of;20.54 births/1,000 population (2015 est.);20.54
Moldova;12 births/1,000 population (2015 est.);12
Monaco;6.65 births/1,000 population (2015 est.);6.65
Mongolia;20.25 births/1,000 population (2015 est.);20.25
Montenegro;10.42 births/1,000 population (2015 est.);10.42
Montserrat;11.26 births/1,000 population (2015 est.);11.26
Morocco;18.2 births/1,000 population (2015 est.);18.2
Mozambique;38.58 births/1,000 population (2015 est.);38.58
Namibia;19.8 births/1,000 population (2015 est.);19.8
Nauru;24.95 births/1,000 population (2015 est.);24.95
Nepal;20.64 births/1,000 population (2015 est.);20.64
Netherlands;10.83 births/1,000 population (2015 est.);10.83
New Caledonia;15.33 births/1,000 population (2015 est.);15.33
New Zealand;13.33 births/1,000 population (2015 est.);13.33
Nicaragua;18.03 births/1,000 population (2015 est.);18.03
Nigeria;37.64 births/1,000 population (2015 est.);37.64
Niger;45.45 births/1,000 population (2015 est.);45.45
Northern Mariana Islands;18.32 births/1,000 population (2015 est.);18.32
Norway;12.14 births/1,000 population (2015 est.);12.14
Oman;24.44 births/1,000 population (2015 est.);24.44
Pakistan;22.58 births/1,000 population (2015 est.);22.58
Palau;11.05 births/1,000 population (2015 est.);11.05
Panama;18.32 births/1,000 population (2015 est.);18.32
Papua New Guinea;24.38 births/1,000 population (2015 est.);24.38
Paraguay;16.37 births/1,000 population (2015 est.);16.37
Peru;18.28 births/1,000 population (2015 est.);18.28
Philippines;24.27 births/1,000 population (2015 est.);24.27
Poland;9.74 births/1,000 population (2015 est.);9.74
Portugal;9.27 births/1,000 population (2015 est.);9.27
Puerto Rico;10.86 births/1,000 population (2015 est.);10.86
Qatar;9.84 births/1,000 population (2015 est.);9.84
Romania;9.14 births/1,000 population (2015 est.);9.14
Russia;11.6 births/1,000 population (2015 est.);11.6
Rwanda;33.75 births/1,000 population (2015 est.);33.75
Saint Helena, Ascension, and Tristan da Cunha;9.88 births/1,000 population (2015 est.);9.88
Saint Kitts and Nevis;13.5 births/1,000 population (2015 est.);13.5
Saint Lucia;13.7 births/1,000 population (2015 est.);13.7
Saint Pierre and Miquelon;7.42 births/1,000 population (2015 est.);7.42
Saint Vincent and the Grenadines;13.57 births/1,000 population (2015 est.);13.57
Samoa;20.87 births/1,000 population (2015 est.);20.87
San Marino;8.63 births/1,000 population (2015 est.);8.63
Sao Tome and Principe;34.23 births/1,000 population (2015 est.);34.23
Saudi Arabia;18.51 births/1,000 population (2015 est.);18.51
Senegal;34.52 births/1,000 population (2015 est.);34.52
Serbia;9.08 births/1,000 population (2015 est.);9.08
Seychelles;14.19 births/1,000 population (2015 est.);14.19
Sierra Leone;37.03 births/1,000 population (2015 est.);37.03
Singapore;8.27 births/1,000 population (2015 est.);8.27
Sint Maarten;13 births/1,000 population (2013 est.);13
Slovakia;9.91 births/1,000 population (2015 est.);9.91
Slovenia;8.42 births/1,000 population (2015 est.);8.42
Solomon Islands;25.77 births/1,000 population (2015 est.);25.77
Somalia;40.45 births/1,000 population (2015 est.);40.45
South Africa;20.75 births/1,000 population (2015 est.);20.75
South Sudan;36.91 births/1,000 population (2015 est.);36.91
Spain;9.64 births/1,000 population (2015 est.);9.64
Sri Lanka;15.85 births/1,000 population (2015 est.);15.85
Sudan;29.19 births/1,000 population (2015 est.);29.19
Suriname;16.34 births/1,000 population (2015 est.);16.34
Swaziland;24.67 births/1,000 population (2015 est.);24.67
Sweden;11.99 births/1,000 population (2015 est.);11.99
Switzerland;10.5 births/1,000 population (2015 est.);10.5
Syria;22.17 births/1,000 population (2015 est.);22.17
Taiwan;8.47 births/1,000 population (2015 est.);8.47
Tajikistan;24.38 births/1,000 population (2015 est.);24.38
Tanzania;36.39 births/1,000 population (2015 est.);36.39
Thailand;11.19 births/1,000 population (2015 est.);11.19
Timor-Leste;34.16 births/1,000 population (2015 est.);34.16
Togo;34.13 births/1,000 population (2015 est.);34.13
Tonga;23 births/1,000 population (2015 est.);23
Trinidad and Tobago;13.46 births/1,000 population (2015 est.);13.46
Tunisia;16.64 births/1,000 population (2015 est.);16.64
Turkey;16.33 births/1,000 population (2015 est.);16.33
Turkmenistan;19.4 births/1,000 population (2015 est.);19.4
Turks and Caicos Islands;16.13 births/1,000 population (2015 est.);16.13
Tuvalu;23.74 births/1,000 population (2015 est.);23.74
Uganda;43.79 births/1,000 population (2015 est.);43.79
Ukraine;10.72 births/1,000 population (2015 est.);10.72
United Arab Emirates;15.43 births/1,000 population (2015 est.);15.43
United Kingdom;12.17 births/1,000 population (2015 est.);12.17
United States;12.49 births/1,000 population (2015 est.);12.49
Uruguay;13.07 births/1,000 population (2015 est.);13.07
Uzbekistan;17 births/1,000 population (2015 est.);17
Vanuatu;25.04 births/1,000 population (2015 est.);25.04
Venezuela;19.16 births/1,000 population (2015 est.);19.16
Vietnam;15.96 births/1,000 population (2015 est.);15.96
