Country;BUDGET SURPLUS (+) OR DEFICIT (-)(% OF GDP);
Afghanistan;-0.6% of GDP (2013 est.);-0.6
Albania;-6.3% of GDP (2014 est.);-6.3
Algeria;-4.2% of GDP (2014 est.);-4.2
American Samoa;-0.3% of GDP (2013 est.);-0.3
Andorra;-0.3% of GDP (2012);-0.3
Angola;-4.7% of GDP (2014 est.);-4.7
Anguilla;-0.5% of GDP (2014 est.);-0.5
Antigua and Barbuda;2.7% of GDP (2014 est.);2.7
Argentina;-2.5% of GDP (2014 est.);-2.5
Armenia;-1.7% of GDP (2014 est.);-1.7
Aruba;-7.4% of GDP (2014 est.);-7.4
Australia;-1.9% of GDP (2014 est.);-1.9
Austria;-2.4% of GDP (2014 est.);-2.4
Azerbaijan;-1.3% of GDP (2014 est.);-1.3
Bahamas, The;-4.6% of GDP (2014 est.);-4.6
Bahrain;-3.2% of GDP (2013 est.);-3.2
Bangladesh;-3.3% of GDP (2014 est.);-3.3
Barbados;-9.4% of GDP (2014 est.);-9.4
Belarus;-0.2% of GDP (2014 est.);-0.2
Belgium;-2.5% of GDP (2014 est.);-2.5
Belize;-3% of GDP (2014 est.);-3
Benin;-2% of GDP (2014 est.);-2
Bermuda;-5.1% of GDP (FY14/15 est.);-5.1
Bhutan;-9.9% of GDP (2014 est.);-9.9
Bolivia;-0.5% of GDP (2014 est.);-0.5
Bosnia and Herzegovina;-3.5% of GDP (2014 est.);-3.5
Botswana;1.7% of GDP (2014 est.);1.7
Brazil;1.2% of GDP (2014 est.);1.2
British Virgin Islands;0% of GDP (2014 est.);0
Brunei;14.3% of GDP (2014 est.);14.3
Bulgaria;-3% of GDP (2014 est.);-3
Burkina Faso;-3.7% of GDP (2014 est.);-3.7
Burma;-2.9% of GDP (2014 est.);-2.9
Burundi;-2.8% of GDP (2014 est.);-2.8
Cabo Verde;-7.1% of GDP (2014 est.);-7.1
Cambodia;-4.2% of GDP (2014 est.);-4.2
Cameroon;-4.4% of GDP (2014 est.);-4.4
Canada;-2.3% of GDP (2014 est.);-2.3
Cayman Islands;1.1% of GDP (2014 est.);1.1
Central African Republic;-2.8% of GDP (2014 est.);-2.8
Chad;-5.2% of GDP (2014 est.);-5.2
Chile;-2.1% of GDP (2014 est.);-2.1
China;-1.8% of GDP (2014 est.);-1.8
Colombia;-1.5% of GDP (2014 est.);-1.5
Comoros;-1.1% of GDP (2014 est.);-1.1
Congo, Democratic Republic of the;-0.3% of GDP (2014 est.);-0.3
Congo, Republic of the;3.7% of GDP (2014 est.);3.7
Cook Islands;1% of GDP (FY05/06 est.);1
Costa Rica;-5.5% of GDP (2014 est.);-5.5
Cote d'Ivoire;-2.8% of GDP (2014 est.);-2.8
Croatia;-4.3% of GDP (2014 est.);-4.3
Cuba;-0.1% of GDP (2013 est.);-0.1
Curacao;-0.4% of GDP (2012 est.);-0.4
Cyprus;-5% of GDP (2014 est.);-5
Czech Republic;-1.7% of GDP (2014 est.);-1.7
Denmark;-1.4% of GDP (2014 est.);-1.4
Djibouti;-5.3% of GDP (2014 est.);-5.3
Dominica;-7.2% of GDP (2013 est.);-7.2
Dominican Republic;-2.6% of GDP (2014 est.);-2.6
Ecuador;-5.2% of GDP (2014 est.);-5.2
Egypt;-11.8% of GDP (2014 est.);-11.8
El Salvador;-3.5% of GDP (2014 est.);-3.5
Equatorial Guinea;-6.9% of GDP (2014 est.);-6.9
Eritrea;-12.8% of GDP (2014 est.);-12.8
Estonia;-0.2% of GDP (2014 est.);-0.2
Ethiopia;-2.9% of GDP (2014 est.);-2.9
Falkland Islands (Islas Malvinas);-5% of GDP (FY09/10);-5
Faroe Islands;-11.9% of GDP (2010 est.);-11.9
Fiji;-1.9% of GDP (2014 est.);-1.9
Finland;-3.5% of GDP (2014 est.);-3.5
France;-4.3% of GDP (2014 est.);-4.3
French Polynesia;0.8% of GDP (2012);0.8
Gabon;-1% of GDP (2014 est.);-1
Gambia, The;-7.1% of GDP (2014 est.);-7.1
Georgia;-2.8% of GDP (2014 est.);-2.8
Germany;0.4% of GDP (2014 est.);0.4
Ghana;-9.6% of GDP (2014 est.);-9.6
Gibraltar;1.3% of GDP (2008 est.);1.3
Greece;-3.4% of GDP (2014 est.);-3.4
Greenland;1.9% of GDP (2010);1.9
Grenada;-4.1% of GDP (2012 est.);-4.1
Guam;-0.9% of GDP (2013 est.);-0.9
Guatemala;-2.3% of GDP (2014 est.);-2.3
Guernsey;1.2% of GDP (2005);1.2
Guinea-Bissau;-3.4% of GDP (2014 est.);-3.4
Guinea;-4.3% of GDP (2014 est.);-4.3
Guyana;-4.5% of GDP (2014 est.);-4.5
Haiti;-6.6% of GDP (2014 est.);-6.6
Holy See (Vatican City);NA%;NA
Honduras;-5.1% of GDP (2014 est.);-5.1
Hong Kong;0.7% of GDP (2014 est.);0.7
Hungary;"-3% of GDP
note: Hungary has been under the EU Excessive Deficit Procedure since it joined the EU in 2004; in March 2012 the EU elevated its Excessive Deficit Procedure against Hungary and proposed freezing 30% of the country's Cohesion Funds because 2011 deficit reductions were not achieved in a sustainable manner; in June 2012, the EU lifted the freeze, recognizing that steps had been taken to reduce the deficit; the latest EC forecasts project the Hungarian deficit to increase above 3% both in 2013 and in 2014 due to sluggish growth and the government's fiscal tightening (2014 est.)";-3
Iceland;0.1% of GDP (2014 est.);0.1
India;-5% of GDP (2014 est.);-5
Indonesia;-2.4% of GDP (2014 est.);-2.4
Iran;-0.7% of GDP (2014 est.);-0.7
Iraq;2.9% of GDP (2014 est.);2.9
Ireland;-4.6% of GDP (2014 est.);-4.6
Isle of Man;0.5% of GDP (FY05/06 est.);0.5
Israel;-2.7% of GDP (2014 est.);-2.7
