Country;CENTRAL BANK DISCOUNT RATE(%);
Albania;"2.25% (31 December 2014)
3% (31 December 2013)";2.25
Algeria;"4% (31 December 2010)
4% (31 December 2009)";4
Angola;"9% (31 December 2014)
25% (31 December 2010)";9
Anguilla;"6.5% (31 December 2010)
6.5% (31 December 2009)";6.5
Antigua and Barbuda;"6.5% (31 December 2010)
6.5% (31 December 2009)";6.5
Argentina;NA%;NA
Armenia;"10.5% (10 February 2015)
8% (11 January 2012)
note: this is the Refinancing Rate, the key monetary policy instrument of the Armenian National Bank";10.5
Aruba;"1% (31 December 2010)
3% (31 December 2009)";1
Australia;"3% (28 February 2013)
4.35% (31 December 2010)
note: this is the Reserve Bank of Australia's ""cash rate target,"" or policy rate";3
Azerbaijan;"5% (31 December 2012)
5.25% (31 December 2011)
note: this is the Refinancing Rate, the key policy rate for the National Bank of Azerbaijan";5
Bahamas, The;"4.5% (1 January 2014)
4.5% (31 December 2012)";4.5
Bangladesh;"5% (31 December 2010)
5% (31 December 2009)";5
Barbados;"7% (31 December 2010)
7% (31 December 2009)";7
Belarus;"20% (13 August 2014)
10.5% (31 December 2010)";20
Belgium;"0.75% (31 December 2013)
1.5% (31 December 2010)
note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area";0.75
Belize;"18% (31 December 2010)
12% (31 December 2009)";18
Benin;"4.25% (31 December 2010)
4.25% (31 December 2009)";4.25
Bhutan;NA%;NA
Bolivia;"4.5% (31 December 2013)
4% (31 december 2012)";4.5
Botswana;"7.5% (31 December 2014)
7.5% (31 December 2013)";7.5
Brazil;"10% (31 December 2013)
11% (31 December 2011)";10
Bulgaria;"0.03% (31 December 2014)
0.02% (31 December 2013)
note: Bulgarian National Bank (BNB) has had no independent monetary policy since the introduction of the Currency Board regime in 1997; this is BNB's base interest rate";0.03
Burkina Faso;"4.25% (31 December 2010)
4.25% (31 December 2009)";4.25
Burma;"9.95% (31 December 2010)
12% (31 December 2009)";9.95
Burundi;"11.25% (31 December 2010)
10% (31 December 2009)";11.25
Cabo Verde;"7.5% (31 December 2010)
7.5% (31 December 2009)";7.5
Cambodia;"NA% (31 December 2012)
5.25% (31 December 2007)";NA
Cameroon;4.25% (31 December 2009);4.25
Canada;"1% (31 December 2010)
0.25% (31 December 2009)";1
Central African Republic;"4.25% (31 December 2009)
4.75% (31 December 2008)";4.25
Chad;"4.25% (31 December 2009)
4.75% (31 December 2008)";4.25
Chile;"3.12% (31 December 2010)
0.5% (31 December 2009)";3.12
China;"2.25% (31 December 2014 est.)
2.25% (31 December 2013 est.)";2.25
Colombia;"4.75% (31 December 2011)
5% (31 December 2010)";4.75
Comoros;"1.93% (31 December 2010)
2.21% (31 December 2009)";1.93
Congo, Democratic Republic of the;"4% (31 December 2012)
20% (31 December 2011)";4
Congo, Republic of the;"4.25% (31 December 2009)
4.75% (31 December 2008)";4.25
Costa Rica;"21.5% (31 December 2010)
23% (31 December 2009)";21.5
Cote d'Ivoire;"4.25% (31 December 2010)
4.25% (31 December 2009)";4.25
