Country;NET MIGRATION RATE(MIGRANT(S)/1,000 POPULATION);
Afghanistan;-1.2 migrant(s)/1,000 population (2016 est.);-1.2
Albania;-3.3 migrant(s)/1,000 population (2016 est.);-3.3
Algeria;-0.9 migrant(s)/1,000 population (2016 est.);-0.9
American Samoa;-20.6 migrant(s)/1,000 population (2016 est.);-20.6
Andorra;0 migrant(s)/1,000 population (2016 est.);0
Angola;-0.1 migrant(s)/1,000 population (2016 est.);-0.1
Anguilla;11.9 migrant(s)/1,000 population (2016 est.);11.9
Antigua and Barbuda;2.2 migrant(s)/1,000 population (2016 est.);2.2
Argentina;-0.1 migrant(s)/1,000 population (2016 est.);-0.1
Armenia;-5.7 migrant(s)/1,000 population (2016 est.);-5.7
Aruba;8.8 migrant(s)/1,000 population (2016 est.);8.8
Australia;5.6 migrant(s)/1,000 population (2016 est.);5.6
Austria;5.2 migrant(s)/1,000 population (2016 est.);5.2
Azerbaijan;0 migrant(s)/1,000 population (2016 est.);0
Bahamas, The;0 migrant(s)/1,000 population (2016 est.);0
Bahrain;12.6 migrant(s)/1,000 population (2016 est.);12.6
Bangladesh;-3.1 migrant(s)/1,000 population (2016 est.);-3.1
Barbados;-0.3 migrant(s)/1,000 population (2016 est.);-0.3
Belarus;0.7 migrant(s)/1,000 population (2016 est.);0.7
Belgium;5.6 migrant(s)/1,000 population (2016 est.);5.6
Belize;0 migrant(s)/1,000 population (2016 est.);0
Benin;0 migrant(s)/1,000 population (2016 est.);0
Bermuda;1.8 migrant(s)/1,000 population (2016 est.);1.8
Bhutan;0 migrant(s)/1,000 population (2016 est.);0
Bolivia;-0.6 migrant(s)/1,000 population (2016 est.);-0.6
Bosnia and Herzegovina;-0.4 migrant(s)/1,000 population (2016 est.);-0.4
Botswana;4.5 migrant(s)/1,000 population (2016 est.);4.5
Brazil;-0.1 migrant(s)/1,000 population (2016 est.);-0.1
British Virgin Islands;16.9 migrant(s)/1,000 population (2016 est.);16.9
Brunei;2.4 migrant(s)/1,000 population (2016 est.);2.4
Bulgaria;-0.3 migrant(s)/1,000 population (2016 est.);-0.3
Burkina Faso;0 migrant(s)/1,000 population (2016 est.);0
Burma;-0.3 migrant(s)/1,000 population (2016 est.);-0.3
Burundi;0 migrant(s)/1,000 population (2016 est.);0
Cabo Verde;-0.6 migrant(s)/1,000 population (2016 est.);-0.6
Cambodia;-0.3 migrant(s)/1,000 population (2016 est.);-0.3
Cameroon;-0.1 migrant(s)/1,000 population (2016 est.);-0.1
Canada;5.7 migrant(s)/1,000 population (2016 est.);5.7
Cayman Islands;"14.1 migrant(s)/1,000 population
note: major destination for Cubans trying to migrate to the US (2016 est.)";14.1
Central African Republic;0 migrant(s)/1,000 population (2016 est.);0
Chad;-3.3 migrant(s)/1,000 population (2016 est.);-3.3
Chile;0.3 migrant(s)/1,000 population (2016 est.);0.3
China;-0.4 migrant(s)/1,000 population (2016 est.);-0.4
Colombia;-0.6 migrant(s)/1,000 population (2016 est.);-0.6
Comoros;-2.5 migrant(s)/1,000 population (2016 est.);-2.5
Congo, Democratic Republic of the;-0.2 migrant(s)/1,000 population (2016 est.);-0.2
Congo, Republic of the;-4.8 migrant(s)/1,000 population (2016 est.);-4.8
Costa Rica;0.8 migrant(s)/1,000 population (2016 est.);0.8
Cote d'Ivoire;0 migrant(s)/1,000 population (2016 est.);0
Croatia;-1.9 migrant(s)/1,000 population (2016 est.);-1.9
Cuba;-5.3 migrant(s)/1,000 population (2016 est.);-5.3
Curacao;-1.3 migrant(s)/1,000 population (2016 est.);-1.3
Cyprus;9.1 migrant(s)/1,000 population (2016 est.);9.1
Czechia;2.3 migrant(s)/1,000 population (2016 est.);2.3
Denmark;2.1 migrant(s)/1,000 population (2016 est.);2.1
Djibouti;5.9 migrant(s)/1,000 population (2016 est.);5.9
Dominica;-5.4 migrant(s)/1,000 population (2016 est.);-5.4
Dominican Republic;-1.9 migrant(s)/1,000 population (2016 est.);-1.9
Ecuador;0 migrant(s)/1,000 population (2016 est.);0
Egypt;-0.5 migrant(s)/1,000 population (2016 est.);-0.5
El Salvador;-8.1 migrant(s)/1,000 population (2016 est.);-8.1
Equatorial Guinea;0 migrant(s)/1,000 population (2016 est.);0
Eritrea;-14.7 migrant(s)/1,000 population (2016 est.);-14.7
Estonia;-3.2 migrant(s)/1,000 population (2016 est.);-3.2
Ethiopia;-0.2 migrant(s)/1,000 population (2016 est.);-0.2
European Union;2.5 migrant(s)/1,000 population (2016 est.);2.5
Falkland Islands (Islas Malvinas);NA;#VALUE!
Faroe Islands;0 migrant(s)/1,000 population (2016 est.);0
Fiji;-6.6 migrant(s)/1,000 population (2016 est.);-6.6
Finland;3 migrant(s)/1,000 population (2016 est.);3
France;1.1 migrant(s)/1,000 population (2016 est.);1.1
French Polynesia;-0.8 migrant(s)/1,000 population (2016 est.);-0.8
