Country;BUDGET SURPLUS (+) OR DEFICIT (-)(% OF GDP);
Afghanistan;-23.7% of GDP (2015 est.);-23.7
Albania;-3.9% of GDP (2015 est.);-3.9
Algeria;-16% of GDP (2015 est.);-16
American Samoa;-0.3% of GDP (2013 est.);-0.3
Andorra;-0.3% of GDP (2012);-0.3
Angola;-5.2% of GDP (2015 est.);-5.2
Anguilla;5,025.4% of GDP (2015 est.);5,025.4
Antigua and Barbuda;-1.2% of GDP (2015 est.);-1.2
Argentina;-5.2% of GDP (2015 est.);-5.2
Armenia;-4.6% of GDP (2015 est.);-4.6
Aruba;-4.3% of GDP (2015 est.);-4.3
Australia;-1.7% of GDP (2015 est.);-1.7
Austria;-1.1% of GDP (2015 est.);-1.1
Azerbaijan;-1.1% of GDP (2015 est.);-1.1
Bahamas, The;-4.6% of GDP (2015 est.);-4.6
Bahrain;-13.2% of GDP (2015 est.);-13.2
Bangladesh;-4.8% of GDP (2015 est.);-4.8
Barbados;-5.7% of GDP (2015 est.);-5.7
Belarus;1.5% of GDP (2015 est.);1.5
Belgium;-2.6% of GDP (2015 est.);-2.6
Belize;-8.5% of GDP (2015 est.);-8.5
Benin;-6.4% of GDP (2015 est.);-6.4
Bermuda;-4.7% of GDP (2015 est.);-4.7
Bhutan;-3.8% of GDP (2015 est.);-3.8
Bolivia;-6.8% of GDP (2015 est.);-6.8
Bosnia and Herzegovina;-2.1% of GDP (2015 est.);-2.1
Botswana;-3.2% of GDP (2015 est.);-3.2
Brazil;-2% of GDP (2015 est.);-2
British Virgin Islands;0% of GDP (2015 est.);0
Brunei;-0.9% of GDP (2015 est.);-0.9
Bulgaria;-1.8% of GDP (2015 est.);-1.8
Burkina Faso;-2.1% of GDP (2015 est.);-2.1
Burma;-2.8% of GDP (2015 est.);-2.8
Burundi;-5.6% of GDP (2015 est.);-5.6
Cabo Verde;-4.3% of GDP (2015 est.);-4.3
Cambodia;-1.2% of GDP (2015 est.);-1.2
Cameroon;-5.3% of GDP (2015 est.);-5.3
Canada;-1.7% of GDP (2015 est.);-1.7
Cayman Islands;4.4% of GDP (2015 est.);4.4
Central African Republic;-4.9% of GDP (2015 est.);-4.9
Chad;-4.7% of GDP (2015 est.);-4.7
Chile;-2.2% of GDP (2015 est.);-2.2
China;-3.4% of GDP (2015 est.);-3.4
Colombia;-3.4% of GDP (2015 est.);-3.4
Comoros;-2.8% of GDP (2015 est.);-2.8
Congo, Democratic Republic of the;-0.5% of GDP (2015 est.);-0.5
Congo, Republic of the;-10.3% of GDP (2015 est.);-10.3
Cook Islands;3.7% of GDP (2010 est.);3.7
Costa Rica;-5.9% of GDP (2015 est.);-5.9
Cote d'Ivoire;-3% of GDP (2015 est.);-3
Croatia;-3.2% of GDP (2015 est.);-3.2
Cuba;-5.4% of GDP (2015 est.);-5.4
Curacao;-0.4% of GDP (2012 est.);-0.4
Cyprus;-1% of GDP (2015 est.);-1
Czechia;-0.4% of GDP (2015 est.);-0.4
Denmark;-1.7% of GDP (2015 est.);-1.7
Djibouti;-14.2% of GDP (2015 est.);-14.2
Dominica;0% of GDP (2015 est.);0
Dominican Republic;0.7% of GDP (2015 est.);0.7
Ecuador;-5.2% of GDP (2015 est.);-5.2
Egypt;-11.7% of GDP (2015 est.);-11.7
El Salvador;-3.3% of GDP (2015 est.);-3.3
Equatorial Guinea;-7.3% of GDP (2015 est.);-7.3
Eritrea;-13.2% of GDP (2015 est.);-13.2
Estonia;0.4% of GDP (2015 est.);0.4
Ethiopia;-2.3% of GDP (2015 est.);-2.3
European Union;-3% of GDP;-3
Falkland Islands (Islas Malvinas);-5% of GDP (FY09/10);-5
Faroe Islands;-11.9% of GDP (2010 est.);-11.9
Fiji;-3% of GDP (2015 est.);-3
Finland;-2.8% of GDP (2015 est.);-2.8
France;-3.6% of GDP (2015 est.);-3.6
French Polynesia;0.8% of GDP (2012);0.8
Gabon;-2.6% of GDP (2015 est.);-2.6
Gambia, The;-8% of GDP (2015 est.);-8
Georgia;-1.3% of GDP (2015 est.);-1.3
Germany;0.7% of GDP (2015 est.);0.7
Ghana;-7.1% of GDP (2015 est.);-7.1
