Country;BIRTH RATE(BIRTHS/1,000 POPULATION);
Afghanistan;38.3 births/1,000 population (2016 est.);38.3
Albania;13.1 births/1,000 population (2016 est.);13.1
Algeria;23 births/1,000 population (2016 est.);23
American Samoa;22.9 births/1,000 population (2016 est.);22.9
Andorra;7.8 births/1,000 population (2016 est.);7.8
Angola;38.6 births/1,000 population (2016 est.);38.6
Anguilla;12.7 births/1,000 population (2016 est.);12.7
Antigua and Barbuda;15.8 births/1,000 population (2016 est.);15.8
Argentina;17 births/1,000 population (2016 est.);17
Armenia;13.3 births/1,000 population (2016 est.);13.3
Aruba;12.5 births/1,000 population (2016 est.);12.5
Australia;12.1 births/1,000 population (2016 est.);12.1
Austria;9.5 births/1,000 population (2016 est.);9.5
Azerbaijan;16.2 births/1,000 population (2016 est.);16.2
Bahamas, The;15.4 births/1,000 population (2016 est.);15.4
Bahrain;13.5 births/1,000 population (2016 est.);13.5
Bangladesh;19 births/1,000 population (2016 est.);19
Barbados;11.8 births/1,000 population (2016 est.);11.8
Belarus;10.5 births/1,000 population (2016 est.);10.5
Belgium;11.4 births/1,000 population (2016 est.);11.4
Belize;24.3 births/1,000 population (2016 est.);24.3
Benin;35.5 births/1,000 population (2016 est.);35.5
Bermuda;11.3 births/1,000 population (2016 est.);11.3
Bhutan;17.5 births/1,000 population (2016 est.);17.5
Bolivia;22.4 births/1,000 population (2016 est.);22.4
Bosnia and Herzegovina;8.8 births/1,000 population (2016 est.);8.8
Botswana;20.7 births/1,000 population (2016 est.);20.7
Brazil;14.3 births/1,000 population (2016 est.);14.3
British Virgin Islands;11 births/1,000 population (2016 est.);11
Brunei;17.2 births/1,000 population (2016 est.);17.2
Bulgaria;8.8 births/1,000 population (2016 est.);8.8
Burkina Faso;41.6 births/1,000 population (2016 est.);41.6
Burma;18.2 births/1,000 population (2016 est.);18.2
Burundi;41.7 births/1,000 population (2016 est.);41.7
Cabo Verde;20.2 births/1,000 population (2016 est.);20.2
Cambodia;23.4 births/1,000 population (2016 est.);23.4
Cameroon;35.8 births/1,000 population (2016 est.);35.8
Canada;10.3 births/1,000 population (2016 est.);10.3
Cayman Islands;12.1 births/1,000 population (2016 est.);12.1
Central African Republic;34.7 births/1,000 population (2016 est.);34.7
Chad;36.1 births/1,000 population (2016 est.);36.1
Chile;13.7 births/1,000 population (2016 est.);13.7
China;12.4 births/1,000 population (2016 est.);12.4
Colombia;16.3 births/1,000 population (2016 est.);16.3
Comoros;26.9 births/1,000 population (2016 est.);26.9
Congo, Democratic Republic of the;34.2 births/1,000 population (2016 est.);34.2
Congo, Republic of the;35.1 births/1,000 population (2016 est.);35.1
Cook Islands;14.1 births/1,000 population (2016 est.);14.1
Costa Rica;15.7 births/1,000 population (2016 est.);15.7
Cote d'Ivoire;28.2 births/1,000 population (2016 est.);28.2
Croatia;9 births/1,000 population (2016 est.);9
Cuba;10.8 births/1,000 population (2016 est.);10.8
Curacao;13.8 births/1,000 population (2016 est.);13.8
Cyprus;11.4 births/1,000 population (2016 est.);11.4
Czechia;9.5 births/1,000 population (2016 est.);9.5
Denmark;10.4 births/1,000 population (2016 est.);10.4
Djibouti;23.6 births/1,000 population (2016 est.);23.6
Dominica;15.2 births/1,000 population (2016 est.);15.2
Dominican Republic;18.6 births/1,000 population (2016 est.);18.6
Ecuador;18.2 births/1,000 population (2016 est.);18.2
Egypt;30.3 births/1,000 population (2016 est.);30.3
El Salvador;16.3 births/1,000 population (2016 est.);16.3
Equatorial Guinea;32.8 births/1,000 population (2016 est.);32.8
Eritrea;30.1 births/1,000 population (2016 est.);30.1
Estonia;10.3 births/1,000 population (2016 est.);10.3
Ethiopia;36.9 births/1,000 population (2016 est.);36.9
European Union;10.1 births/1,000 population (2016 est.);10.1
Falkland Islands (Islas Malvinas);10.9 births/1,000 population (2012 est.);10.9
Faroe Islands;14 births/1,000 population (2016 est.);14
Fiji;19 births/1,000 population (2016 est.);19
Finland;10.7 births/1,000 population (2016 est.);10.7
France;12.3 births/1,000 population (2016 est.);12.3
French Polynesia;15 births/1,000 population (2016 est.);15
