Country;EDUCATION EXPENDITURES(% OF GDP);
Afghanistan;NA;#VALUE!
Albania;3.54% of GDP (2013);3.54
Algeria;4.3% of GDP (2008);4.3
American Samoa;NA;#VALUE!
Andorra;3.1% of GDP (2014);3.1
Angola;3.4% of GDP (2010);3.4
Anguilla;2.8% of GDP (2008);2.8
Antigua and Barbuda;2.6% of GDP (2009);2.6
Argentina;5.3% of GDP (2013);5.3
Armenia;2.2% of GDP (2014);2.2
Aruba;6% of GDP (2011);6
Australia;5.3% of GDP (2013);5.3
Austria;5.6% of GDP (2013);5.6
Azerbaijan;2.5% of GDP (2013);2.5
Bahamas, The;NA;#VALUE!
Bahrain;2.6% of GDP (2012);2.6
Bangladesh;2% of GDP (2013);2
Barbados;6.7% of GDP (2014);6.7
Belarus;5% of GDP (2014);5
Belgium;6.4% of GDP (2011);6.4
Belize;6.2% of GDP (2013);6.2
Benin;4.4% of GDP (2014);4.4
Bermuda;1.8% of GDP (2014);1.8
Bhutan;5.9% of GDP (2014);5.9
Bolivia;7.3% of GDP (2014);7.3
Bosnia and Herzegovina;NA;#VALUE!
Botswana;9.6% of GDP (2009);9.6
Brazil;5.9% of GDP (2012);5.9
British Virgin Islands;4.4% of GDP (2010);4.4
Brunei;3.8% of GDP (2014);3.8
Bulgaria;3.5% of GDP (2012);3.5
Burkina Faso;4.5% of GDP (2014);4.5
Burundi;5.4% of GDP (2013);5.4
Cabo Verde;5% of GDP (2013);5
Cambodia;2% of GDP (2013);2
Cameroon;3% of GDP (2013);3
Canada;5.3% of GDP (2011);5.3
Cayman Islands;NA;#VALUE!
Central African Republic;1.2% of GDP (2011);1.2
Chad;2.9% of GDP (2013);2.9
Chile;4.6% of GDP (2013);4.6
China;NA;#VALUE!
Colombia;4.7% of GDP (2014);4.7
Comoros;5.1% of GDP (2012);5.1
Congo, Democratic Republic of the;2.2% of GDP (2013);2.2
Congo, Republic of the;6.2% of GDP (2010);6.2
Cook Islands;3.9% of GDP (2014);3.9
Costa Rica;7% of GDP (2014);7
Cote d'Ivoire;4.7% of GDP (2014);4.7
Croatia;4.2% of GDP (2011);4.2
Cuba;12.8% of GDP (2010);12.8
Curacao;4.9% of GDP (2013);4.9
Cyprus;6.6% of GDP (2011);6.6
Czechia;4.3% of GDP (2012);4.3
Denmark;8.5% of GDP (2011);8.5
Djibouti;4.5% of GDP (2010);4.5
Dominican Republic;2.1% of GDP (2007);2.1
Ecuador;4.2% of GDP (2012);4.2
Egypt;3.8% of GDP (2008);3.8
El Salvador;3.4% of GDP (2011);3.4
Eritrea;2.1% of GDP (2006);2.1
Estonia;4.7% of GDP (2012);4.7
Ethiopia;4.5% of GDP (2013);4.5
Fiji;3.9% of GDP (2013);3.9
Finland;7.2% of GDP (2013);7.2
France;5.5% of GDP (2012);5.5
Gabon;NA;#VALUE!
Gambia, The;2.8% of GDP (2013);2.8
Georgia;2% of GDP (2012);2
Germany;4.9% of GDP (2012);4.9
Ghana;6% of GDP (2013);6
Gibraltar;NA;#VALUE!
Greece;4.1% of GDP (2005);4.1
Guatemala;2.8% of GDP (2013);2.8
Guinea-Bissau;2.4% of GDP (2013);2.4
Guinea;3.5% of GDP (2013);3.5
Guyana;3.2% of GDP (2012);3.2
Haiti;NA;#VALUE!
Holy See (Vatican City);NA;#VALUE!
Honduras;5.9% of GDP (2013);5.9
Hong Kong;3.6% of GDP (2014);3.6
Hungary;4.6% of GDP (2011);4.6
Iceland;7% of GDP (2011);7
India;3.8% of GDP (2012);3.8
Indonesia;3.3% of GDP (2014);3.3
Iran;3% of GDP (2014);3
Iraq;NA;#VALUE!
Ireland;5.8% of GDP (2012);5.8
Israel;5.9% of GDP (2013);5.9
Italy;4.1% of GDP (2011);4.1
Jamaica;6% of GDP (2014);6
Japan;3.8% of GDP (2014);3.8
Jordan;NA;#VALUE!
Kazakhstan;3.1% of GDP (2009);3.1
Kenya;5.5% of GDP (2010);5.5
Korea, North;NA;#VALUE!
Korea, South;4.6% of GDP (2012);4.6
Kuwait;3.8% of GDP (2006);3.8
Kyrgyzstan;6.8% of GDP (2013);6.8
Laos;4.2% of GDP (2014);4.2
Latvia;4.9% of GDP (2013);4.9
Lebanon;2.6% of GDP (2013);2.6
Lesotho;13% of GDP (2008);13
Liberia;2.8% of GDP (2012);2.8
Libya;NA;#VALUE!
Liechtenstein;2.6% of GDP (2011);2.6
Lithuania;4.8% of GDP (2012);4.8
