Country;TAXES AND OTHER REVENUES(% OF GDP);
Afghanistan;10.5% of GDP (2016 est.);10.5
Albania;27% of GDP (2016 est.);27
Algeria;28.2% of GDP (2016 est.);28.2
American Samoa;32.2% of GDP (2013 est.);32.2
Andorra;69% of GDP (2016);69
Angola;29.9% of GDP (2016 est.);29.9
Anguilla;48.1% of GDP (2016 est.);48.1
Antigua and Barbuda;20% of GDP (2016 est.);20
Argentina;20.3% of GDP (2016 est.);20.3
Armenia;23.6% of GDP (2016 est.);23.6
Aruba;27.1% of GDP (2016 est.);27.1
Australia;34.3% of GDP (2016 est.);34.3
Austria;49.5% of GDP (2016 est.);49.5
Azerbaijan;29.2% of GDP (2016 est.);29.2
Bahamas, The;22.4% of GDP (2016 est.);22.4
Bahrain;15.8% of GDP (2016 est.);15.8
Bangladesh;9.9% of GDP (2016 est.);9.9
Barbados;28.9% of GDP (2016 est.);28.9
Belarus;40.1% of GDP (2016 est.);40.1
Belgium;50.7% of GDP (2016 est.);50.7
Belize;31.6% of GDP (2016 est.);31.6
Benin;15.4% of GDP (2016 est.);15.4
Bermuda;18.4% of GDP (2016 est.);18.4
Bhutan;30.8% of GDP (2016 est.);30.8
Bolivia;41.9% of GDP (2016 est.);41.9
Bosnia and Herzegovina;44.1% of GDP (2016 est.);44.1
Botswana;34.2% of GDP (2016 est.);34.2
Brazil;35.9% of GDP (2016 est.);35.9
British Virgin Islands;27.4% of GDP (2016 est.);27.4
Brunei;24% of GDP (2016 est.);24
Bulgaria;36.6% of GDP (2016 est.);36.6
Burkina Faso;20% of GDP (2016 est.);20
Burma;12.6% of GDP (2016 est.);12.6
Burundi;16.9% of GDP (2016 est.);16.9
Cabo Verde;26.5% of GDP (2016 est.);26.5
Cambodia;20.2% of GDP (2016 est.);20.2
Cameroon;15.9% of GDP (2016 est.);15.9
Canada;38.8% of GDP (2016 est.);38.8
Cayman Islands;37.6% of GDP (2016 est.);37.6
Central African Republic;14.1% of GDP (2016 est.);14.1
Chad;10.4% of GDP (2016 est.);10.4
Chile;21% of GDP (2016 est.);21
China;21.4% of GDP (2016 est.);21.4
Colombia;26.9% of GDP (2016 est.);26.9
Comoros;23% of GDP (2016 est.);23
Congo, Democratic Republic of the;11% of GDP (2016 est.);11
Congo, Republic of the;26.2% of GDP (2016 est.);26.2
Cook Islands;35.6% of GDP (2010 est.);35.6
Costa Rica;14.4% of GDP (2016 est.);14.4
Cote d'Ivoire;19.1% of GDP (2016 est.);19.1
Croatia;47.6% of GDP (2016 est.);47.6
Cuba;62.3% of GDP (2016 est.);62.3
Curacao;16.6% of GDP (2012 est.);16.6
Cyprus;39.2% of GDP (2016 est.);39.2
Czechia;40.5% of GDP (2016 est.);40.5
Denmark;52.9% of GDP (2016 est.);52.9
Djibouti;32.4% of GDP (2016 est.);32.4
Dominica;28.5% of GDP (2016 est.);28.5
Dominican Republic;14.7% of GDP (2016 est.);14.7
Ecuador;30.9% of GDP (2016 est.);30.9
