Country;MILITARY EXPENDITURES(% OF GDP);
Afghanistan;"0.89% of GDP (2016)
0.99% of GDP (2015)
1.33% of GDP (2014)
1.06% of GDP (2013)
1.14% of GDP (2012)";0.89
Albania;"1.23% of GDP (2016)
1.16% of GDP (2015)
1.35% of GDP (2014)
1.41% of GDP (2013)
1.49% of GDP (2012)";1.23
Algeria;"6.55% of GDP (2016)
6.32% of GDP (2015)
5.54% of GDP (2014)
4.84% of GDP (2013)
4.46% of GDP (2012)";6.55
Angola;"2.95% of GDP (2016)
3.52% of GDP (2015)
5.4% of GDP (2014)
4.88% of GDP (2013)
3.59% of GDP (2012)";2.95
Argentina;"0.95% of GDP (2016)
0.86% of GDP (2015)
0.88% of GDP (2014)
0.84% of GDP (2013)
0.78% of GDP (2012)";0.95
Armenia;"4.09% of GDP (2016)
4.25% of GDP (2015)
3.94% of GDP (2014)
4% of GDP (2013)
3.58% of GDP (2012)";4.09
Australia;"2% of GDP (2016)
1.98% of GDP (2015)
1.8% of GDP (2014)
1.68% of GDP (2013)
1.7% of GDP (2012)";2
Austria;"0.68% of GDP (2016 est.)
0.67% of GDP (2015)
0.75% of GDP (2014)
0.75% of GDP (2013)
0.78% of GDP (2012)";0.68
Azerbaijan;"3.64% of GDP (2016)
5.61% of GDP (2015)
4.56% of GDP (2014)
4.54% of GDP (2013)
4.66% of GDP (2012)";3.64
Bahrain;"4.59% of GDP (2015)
4.42% of GDP (2014)
4.14% of GDP (2013)
3.84% of GDP (2012)
3.59% of GDP (2011)";4.59
Bangladesh;"1.44% of GDP (2016)
1.46% of GDP (2015)
1.36% of GDP (2014)
1.33% of GDP (2013)
1.41% of GDP (2012)";1.44
Belarus;"1.2% of GDP (2016)
1.33% of GDP (2015)
1.33% of GDP (2014)
1.33% of GDP (2013)
1.28% of GDP (2012)";1.2
Belgium;"0.87% of GDP (2016)
0.93% of GDP (2015)
0.97% of GDP (2014)
1.01% of GDP (2013)
1.04% of GDP (2012)";0.87
Belize;"1.17% of GDP (2016)
1.09% of GDP (2015)
1.06% of GDP (2014)
1.1% of GDP (2013)
0.97% of GDP (2012)";1.17
Benin;"1.14% of GDP (2016)
1.1% of GDP (2015)
0.96% of GDP (2014)
0.94% of GDP (2013)
0.96% of GDP (2012)";1.14
Bolivia;"1.68% of GDP (2016)
1.74% of GDP (2015)
1.9% of GDP (2014)
1.84% of GDP (2013)
1.85% of GDP (2012)";1.68
Bosnia and Herzegovina;"0.99% of GDP (2016)
1% of GDP (2015)
1.03% of GDP (2014)
1.09% of GDP (2013)
1.15% of GDP (2012)";0.99
Botswana;"3.37% of GDP (2016)
2.66% of GDP (2015)
2.13% of GDP (2014)
2.06% of GDP (2013)
2.23% of GDP (2012)";3.37
Brazil;"1.32% of GDP (2016)
1.36% of GDP (2015)
1.33% of GDP (2014)
1.33% of GDP (2013)
1.38% of GDP (2012)";1.32
Brunei;"3.54% of GDP (2016)
3.28% of GDP (2015)
3.08% of GDP (2014)
2.28% of GDP (2013)
2.16% of GDP (2012)";3.54
Bulgaria;"1.44% of GDP (2016)
1.32% of GDP (2015)
1.47% of GDP (2014)
1.61% of GDP (2013)
1.5% of GDP (2012)";1.44
