Country;NET MIGRATION RATE(MIGRANT(S)/1,000 POPULATION);
Afghanistan;-0.9 migrant(s)/1,000 population (2017 est.);-0.9
Albania;-3.3 migrant(s)/1,000 population (2017 est.);-3.3
Algeria;-0.9 migrant(s)/1,000 population (2017 est.);-0.9
American Samoa;-26.7 migrant(s)/1,000 population (2017 est.);-26.7
Andorra;0 migrant(s)/1,000 population (2017 est.);0
Angola;0.2 migrant(s)/1,000 population (2017 est.);0.2
Anguilla;11.7 migrant(s)/1,000 population (2017 est.);11.7
Antigua and Barbuda;2.2 migrant(s)/1,000 population (2017 est.);2.2
Argentina;-0.1 migrant(s)/1,000 population (2017 est.);-0.1
Armenia;-5.7 migrant(s)/1,000 population (2017 est.);-5.7
Aruba;8.7 migrant(s)/1,000 population (2017 est.);8.7
Australia;5.5 migrant(s)/1,000 population (2017 est.);5.5
Austria;4.8 migrant(s)/1,000 population (2017 est.);4.8
Azerbaijan;0 migrant(s)/1,000 population (2017 est.);0
Bahamas, The;0 migrant(s)/1,000 population (2017 est.);0
Bahrain;12.1 migrant(s)/1,000 population (2017 est.);12.1
Bangladesh;-3.1 migrant(s)/1,000 population (2017 est.);-3.1
Barbados;-0.3 migrant(s)/1,000 population (2017 est.);-0.3
Belarus;0.7 migrant(s)/1,000 population (2017 est.);0.7
Belgium;5.4 migrant(s)/1,000 population (2017 est.);5.4
Belize;0 migrant(s)/1,000 population (2017 est.);0
Benin;0 migrant(s)/1,000 population (2017 est.);0
Bermuda;1.8 migrant(s)/1,000 population (2017 est.);1.8
Bhutan;0 migrant(s)/1,000 population (2017 est.);0
Bolivia;-0.5 migrant(s)/1,000 population (2017 est.);-0.5
Bosnia and Herzegovina;-0.4 migrant(s)/1,000 population (2017 est.);-0.4
Botswana;3 migrant(s)/1,000 population (2017 est.);3
Brazil;-0.1 migrant(s)/1,000 population (2017 est.);-0.1
British Virgin Islands;16.5 migrant(s)/1,000 population (2017 est.);16.5
Brunei;2.4 migrant(s)/1,000 population (2017 est.);2.4
Bulgaria;-0.3 migrant(s)/1,000 population (2017 est.);-0.3
Burkina Faso;0 migrant(s)/1,000 population (2017 est.);0
Burma;-1.5 migrant(s)/1,000 population (2017 est.);-1.5
