Country;EDUCATION EXPENDITURES(% OF GDP);
Afghanistan;3.4% of GDP (2015);3.4
Albania;3.5% of GDP (2013);3.5
Algeria;4.3% of GDP (2008);4.3
American Samoa;NA;#VALUE!
Andorra;3.1% of GDP (2014);3.1
Angola;3.5% of GDP (2010);3.5
Anguilla;2.8% of GDP (2008);2.8
Antigua and Barbuda;2.6% of GDP (2009);2.6
Argentina;5.5% of GDP (2014);5.5
Armenia;2.8% of GDP (2015);2.8
Aruba;6.1% of GDP (2014);6.1
Australia;5.3% of GDP (2013);5.3
Austria;5.6% of GDP (2013);5.6
Azerbaijan;2.6% of GDP (2014);2.6
Bahamas, The;NA;#VALUE!
Bahrain;2.6% of GDP (2012);2.6
Bangladesh;2.2% of GDP (2015);2.2
Barbados;6.7% of GDP (2014);6.7
Belarus;4.9% of GDP (2015);4.9
Belgium;6.4% of GDP (2011);6.4
Belize;6.2% of GDP (2013);6.2
Benin;4.3% of GDP (2014);4.3
Bermuda;1.7% of GDP (2015);1.7
Bhutan;7.4% of GDP (2015);7.4
Bolivia;7.3% of GDP (2014);7.3
Bosnia and Herzegovina;NA;#VALUE!
Botswana;9.6% of GDP (2009);9.6
Brazil;6% of GDP (2013);6
British Virgin Islands;4.4% of GDP (2010);4.4
Brunei;3.7% of GDP (2016);3.7
Bulgaria;4.1% of GDP (2013);4.1
Burkina Faso;3.9% of GDP (2015);3.9
Burundi;5.4% of GDP (2013);5.4
Cabo Verde;5% of GDP (2013);5
Cambodia;1.9% of GDP (2014);1.9
Cameroon;3% of GDP (2013);3
Canada;5.3% of GDP (2011);5.3
Cayman Islands;NA;#VALUE!
Central African Republic;1.2% of GDP (2011);1.2
Chad;2.9% of GDP (2013);2.9
Chile;4.8% of GDP (2014);4.8
China;NA;#VALUE!
Colombia;4.5% of GDP (2015);4.5
Comoros;5.1% of GDP (2014);5.1
Congo, Democratic Republic of the;2.2% of GDP (2013);2.2
Congo, Republic of the;6.2% of GDP (2010);6.2
Cook Islands;4% of GDP (2015);4
Costa Rica;7.6% of GDP (2015);7.6
Cote d'Ivoire;4.7% of GDP (2014);4.7
Croatia;4.6% of GDP (2013);4.6
Cuba;12.8% of GDP (2010);12.8
Curacao;4.9% of GDP (2013);4.9
Cyprus;6.4% of GDP (2013);6.4
Czechia;4.1% of GDP (2013);4.1
Denmark;8.6% of GDP (2013);8.6
Djibouti;4.5% of GDP (2010);4.5
Dominican Republic;2.1% of GDP (2007);2.1
Ecuador;4.9% of GDP (2015);4.9
Egypt;3.8% of GDP (2008);3.8
El Salvador;3.4% of GDP (2014);3.4
Estonia;4.8% of GDP (2013);4.8
Ethiopia;4.5% of GDP (2013);4.5
Fiji;3.9% of GDP (2013);3.9
Finland;7.2% of GDP (2013);7.2
France;5.5% of GDP (2013);5.5
Gabon;2.7% of GDP (2014);2.7
Gambia, The;2.8% of GDP (2013);2.8
Gaza Strip;"1.3% of GDP
note: includes West Bank (2015)";1.3
Georgia;2% of GDP (2012);2
Germany;4.9% of GDP (2013);4.9
Ghana;6.2% of GDP (2014);6.2
Gibraltar;NA;#VALUE!
Guatemala;3% of GDP (2015);3
Guinea-Bissau;2.2% of GDP (2013);2.2
Guinea;3.2% of GDP (2014);3.2
Guyana;3.2% of GDP (2012);3.2
Haiti;NA;#VALUE!
Holy See (Vatican City);NA;#VALUE!
Honduras;5.9% of GDP (2013);5.9
Hong Kong;3.3% of GDP (2015);3.3
Hungary;4.2% of GDP (2013);4.2
Iceland;7.8% of GDP (2013);7.8
India;3.8% of GDP (2013);3.8
Indonesia;3.3% of GDP (2014);3.3
Iran;2.9% of GDP (2015);2.9
Iraq;NA;#VALUE!
Ireland;5.3% of GDP (2013);5.3
Israel;5.9% of GDP (2013);5.9
Italy;4.2% of GDP (2013);4.2
Jamaica;5.4% of GDP (2015);5.4
Japan;3.8% of GDP (2014);3.8
Jordan;NA;#VALUE!
Kazakhstan;3.1% of GDP (2009);3.1
Kenya;5.3% of GDP (2015);5.3
Korea, North;NA;#VALUE!
Korea, South;4.6% of GDP (2012);4.6
Kyrgyzstan;5.5% of GDP (2014);5.5
Laos;3.3% of GDP (2014);3.3
Latvia;4.9% of GDP (2013);4.9
Lebanon;2.6% of GDP (2013);2.6
Lesotho;13% of GDP (2008);13
Liberia;2.8% of GDP (2012);2.8
Libya;NA;#VALUE!
Liechtenstein;2.6% of GDP (2011);2.6
Lithuania;4.6% of GDP (2013);4.6
Luxembourg;4.1% of GDP (2012);4.1
Macau;2% of GDP (2014);2
Madagascar;2.1% of GDP (2013);2.1
Malawi;5.6% of GDP (2015);5.6
Malaysia;5% of GDP (2015);5
Maldives;5.7% of GDP (2015);5.7
Mali;3.6% of GDP (2014);3.6
Malta;8.3% of GDP (2013);8.3
Mauritania;2.9% of GDP (2013);2.9
Mauritius;5% of GDP (2015);5
Mexico;5.2% of GDP (2012);5.2
Micronesia, Federated States of;NA;#VALUE!
Moldova;7.5% of GDP (2014);7.5
Monaco;1% of GDP (2014);1
Mongolia;4.6% of GDP (2011);4.6
Montenegro;NA;#VALUE!
Montserrat;5.1% of GDP (2009);5.1
Morocco;5.3% of GDP (2009);5.3
Mozambique;6.5% of GDP (2013);6.5
